date,ticker,first30_high,first30_low,day_high,day_low,hi_match,lo_match,spike,both_match,hi_exact,lo_exact
2025-02-03,MARA,17.3500,16.8700,17.9900,16.4000,0,0,0,0,0,0
2025-02-04,MARA,18.0400,17.5600,18.0400,17.4000,1,0,1,0,1,0
2025-02-05,MARA,17.9400,17.4100,17.9400,17.3000,1,0,1,0,1,0
2025-02-06,MARA,17.5450,17.1000,17.5450,16.8900,1,0,1,0,1,0
2025-02-07,MARA,17.8600,17.2100,17.8600,16.8400,1,0,1,0,1,0
2025-02-10,MARA,17.1700,16.7500,17.1700,16.7500,1,1,1,1,1,1
2025-02-11,MARA,16.8100,16.2950,17.0000,16.2950,0,1,1,0,0,1
2025-02-12,MARA,16.1600,15.6800,16.4200,15.6800,0,1,1,0,0,1
2025-02-13,MARA,16.2100,15.8800,16.6850,15.8800,0,1,1,0,0,1
2025-02-14,MARA,17.3000,16.9550,17.3000,16.7700,1,0,1,0,1,0
2025-02-18,MARA,16.7899,16.3101,16.8500,16.3101,0,1,1,0,0,1
2025-02-19,MARA,16.4100,16.1300,16.4800,16.0500,0,0,0,0,0,0
2025-02-20,MARA,16.2000,15.7200,16.2000,15.5550,1,0,1,0,1,0
2025-02-21,MARA,16.3350,16.0300,16.3700,15.5500,0,0,0,0,0,0
2025-02-24,MARA,14.6500,13.9800,14.9700,13.6800,0,0,0,0,0,0
2025-02-25,MARA,13.4900,12.9000,13.7000,12.1950,0,0,0,0,0,0
2025-02-26,MARA,12.8700,12.2100,12.8700,12.2100,1,1,1,1,1,1
2025-02-27,MARA,14.8500,13.3900,14.8500,12.4500,1,0,1,0,1,0
2025-02-28,MARA,13.9500,12.9200,14.5500,12.1700,0,0,0,0,0,0
2025-03-03,MARA,15.5900,14.4900,15.8200,14.0500,0,0,0,0,0,0
2025-03-04,MARA,14.0400,13.2000,14.0400,13.0100,1,0,1,0,1,0
2025-03-05,MARA,14.3100,13.7700,14.7300,13.7700,0,1,1,0,0,1
2025-03-06,MARA,15.3300,14.7500,15.7000,14.6200,0,0,0,0,0,0
2025-03-07,MARA,15.5600,14.4200,15.7800,14.4200,0,1,1,0,0,1
2025-03-10,MARA,15.3800,14.5800,16.0200,13.8500,0,0,0,0,0,0
2025-03-11,MARA,13.6414,13.1650,13.8000,12.8100,0,0,0,0,0,0
2025-03-12,MARA,13.8400,13.2900,13.9200,12.8900,0,0,0,0,0,0
2025-03-13,MARA,13.2700,12.7100,13.3000,12.6200,0,0,0,0,0,0
2025-03-14,MARA,12.9200,12.4900,13.2400,12.1600,0,0,0,0,0,0
2025-03-17,MARA,13.3200,12.9513,13.3200,12.5700,1,0,1,0,1,0
2025-03-18,MARA,12.6299,12.1900,13.0000,12.1600,0,0,0,0,0,0
2025-03-19,MARA,12.4800,12.2100,12.5700,12.1900,0,0,0,0,0,0
2025-03-20,MARA,12.7800,12.3300,13.1100,12.2900,0,0,0,0,0,0
2025-03-21,MARA,12.3250,12.1100,12.5700,12.1100,0,1,1,0,0,1
2025-03-24,MARA,13.3376,12.8050,14.0000,12.3800,0,0,0,0,0,0
2025-03-25,MARA,14.6900,14.1000,14.6900,14.0900,1,0,1,0,1,0
2025-03-26,MARA,14.2600,13.7550,14.3700,13.5700,0,0,0,0,0,0
2025-03-27,MARA,13.6701,13.2600,14.0500,13.2600,0,1,1,0,0,1
2025-03-28,MARA,13.4400,12.8700,13.6400,12.5000,0,0,0,0,0,0
2025-03-31,MARA,11.9600,11.2900,12.1800,11.2900,0,1,1,0,0,1
2025-04-01,MARA,11.6900,11.2900,11.9000,11.0500,0,0,0,0,0,0
2025-04-02,MARA,12.2400,11.5000,12.4851,11.5000,0,1,1,0,0,1
2025-04-03,MARA,11.6000,11.2200,11.8800,11.1700,0,0,0,0,0,0
2025-04-04,MARA,11.1200,10.4500,11.5400,9.8100,0,0,0,0,0,0
2025-04-07,MARA,11.0950,9.8500,12.2700,9.1500,0,0,0,0,0,0
2025-04-08,MARA,11.9200,11.3600,11.9200,10.0900,1,0,1,0,1,0
2025-04-09,MARA,10.9800,10.3800,10.9800,10.0000,1,0,1,0,1,0
2025-04-10,MARA,11.9650,11.5500,12.3700,11.3650,0,0,0,0,0,0
2025-04-11,MARA,12.6200,11.7301,12.6200,11.7301,1,1,1,1,1,1
2025-04-14,MARA,12.9850,12.5950,13.4500,12.5500,0,0,0,0,0,0
2025-04-15,MARA,13.1600,12.8547,13.3400,12.4600,0,0,0,0,0,0
2025-04-16,MARA,12.5700,12.2200,12.6000,12.0500,0,0,0,0,0,0
2025-04-17,MARA,12.5350,12.2500,12.6600,12.0300,0,0,0,0,0,0
2025-04-21,MARA,13.0200,12.6450,13.1100,12.6100,0,0,0,0,0,0
2025-04-22,MARA,13.6399,12.7000,13.6900,12.5000,0,0,0,0,0,0
2025-04-23,MARA,14.7700,14.2267,14.7700,12.7800,1,0,1,0,1,0
2025-04-24,MARA,14.1200,13.8600,14.2650,13.6200,0,0,0,0,0,0
2025-04-25,MARA,14.3500,14.0200,14.3500,13.9000,1,0,1,0,1,0
2025-04-28,MARA,14.4900,13.8350,14.4900,13.7700,1,0,1,0,1,0
2025-04-29,MARA,14.3100,13.9600,14.3350,13.9600,0,1,1,0,0,1
2025-04-30,MARA,13.9600,13.0500,14.2000,13.0450,0,1,1,0,0,0
2025-05-01,MARA,14.0400,13.6000,14.4500,13.6000,0,1,1,0,0,1
2025-05-02,MARA,14.4100,14.0550,14.8700,14.0000,0,0,0,0,0,0
2025-05-05,MARA,14.0600,13.1200,14.4800,12.8100,0,0,0,0,0,0
2025-05-06,MARA,13.1435,12.6300,13.1800,12.6300,0,1,1,0,0,1
2025-05-07,MARA,13.4950,13.2150,13.6900,13.2150,0,1,1,0,0,1
2025-05-08,MARA,14.1200,13.7600,14.2500,13.3300,0,0,0,0,0,0
2025-05-09,MARA,15.8500,14.0650,16.1500,13.8400,0,0,0,0,0,0
2025-05-12,MARA,16.6600,16.0850,16.7600,16.0850,0,1,1,0,0,1
2025-05-13,MARA,16.6300,15.9100,16.6300,15.7500,1,0,1,0,1,0
2025-05-14,MARA,16.4300,15.8200,16.4300,15.7700,1,0,1,0,1,0
2025-05-15,MARA,15.7000,15.3000,15.8000,15.2500,0,0,0,0,0,0
2025-05-16,MARA,16.3378,15.6800,16.5300,15.6800,0,1,1,0,0,1
2025-05-19,MARA,15.8600,15.5600,16.0500,15.5600,0,1,1,0,0,1
2025-05-20,MARA,16.2500,15.7550,16.6300,15.7550,0,1,1,0,0,1
2025-05-21,MARA,16.5999,16.0100,16.6500,15.9900,0,0,0,0,0,0
2025-05-22,MARA,17.2400,15.7400,17.2400,15.6900,1,0,1,0,1,0
2025-05-23,MARA,15.0300,14.6400,15.7600,14.5700,0,0,0,0,0,0
2025-05-27,MARA,15.7800,15.2000,15.9000,14.9700,0,0,0,0,0,0
2025-05-28,MARA,16.3100,15.4800,16.4400,15.1000,0,0,0,0,0,0
2025-05-29,MARA,15.2300,14.8800,15.5200,14.8001,0,0,0,0,0,0
2025-05-30,MARA,14.4600,14.0900,14.6900,14.0900,0,1,1,0,0,1
2025-06-02,MARA,14.4300,14.0000,14.4300,13.9500,1,0,1,0,1,0
2025-06-03,MARA,14.9199,14.2800,15.0800,14.2400,0,0,0,0,0,0
2025-06-04,MARA,15.4150,14.9800,15.4150,14.9200,1,0,1,0,1,0
2025-06-05,MARA,15.8500,15.1400,15.8500,15.1400,1,1,1,1,1,1
2025-06-06,MARA,15.7700,15.1200,16.1050,14.9700,0,0,0,0,0,0
2025-06-09,MARA,16.3000,15.6100,16.3300,15.4700,0,0,0,0,0,0
2025-06-10,MARA,16.4597,16.0800,16.4597,16.0300,1,0,1,0,1,0
2025-06-11,MARA,16.6000,16.2850,16.7300,16.2850,0,1,1,0,0,1
2025-06-12,MARA,15.9200,15.6100,16.2400,15.6100,0,1,1,0,0,1
2025-06-13,MARA,15.7200,15.2500,15.7200,14.9600,1,0,1,0,1,0
2025-06-16,MARA,15.3700,15.0500,15.5400,15.0500,0,1,1,0,0,1
2025-06-17,MARA,15.1900,14.6300,15.1900,14.6300,1,1,1,1,1,1
2025-06-18,MARA,14.6700,14.4300,14.8100,14.4300,0,1,1,0,0,1
2025-06-20,MARA,14.9100,14.4350,14.9100,14.3300,1,0,1,0,1,0
2025-06-23,MARA,14.2167,13.6733,14.4500,13.6733,0,1,1,0,0,1
2025-06-24,MARA,14.7200,14.3700,15.0500,14.3700,0,1,1,0,0,1
2025-06-25,MARA,15.4100,15.0600,15.4100,14.9400,1,0,1,0,1,0
2025-06-26,MARA,14.9400,14.5800,15.1200,14.5800,0,1,1,0,0,1
2025-06-27,MARA,15.2400,14.9700,15.2900,14.9700,0,1,1,0,0,1
2025-06-30,MARA,15.4050,15.0650,15.4050,14.9800,1,0,1,0,1,0
2025-07-01,MARA,15.8799,15.2900,16.1600,15.2300,0,0,0,0,0,0
2025-07-02,MARA,16.6800,15.8700,17.1250,15.7800,0,0,0,0,0,0
2025-07-03,MARA,18.2177,17.3800,18.2177,17.3800,1,1,1,1,1,1
2025-07-07,MARA,17.4900,16.3900,17.9500,16.3900,0,1,1,0,0,1
2025-07-08,MARA,17.6700,16.9600,17.6700,16.7100,1,0,1,0,1,0
2025-07-09,MARA,18.0700,17.5500,18.0700,17.4000,1,0,1,0,1,0
2025-07-10,MARA,18.4900,17.9500,18.7300,17.9500,0,1,1,0,0,1
2025-07-11,MARA,19.7300,19.2000,19.9000,19.2000,0,1,1,0,0,1
2025-07-14,MARA,21.5000,19.7301,21.5000,19.1400,1,0,1,0,1,0
2025-07-15,MARA,19.3200,18.5800,19.3200,18.5800,1,1,1,1,1,1
2025-07-16,MARA,20.1900,19.4000,20.1900,18.9000,1,0,1,0,1,0
2025-07-17,MARA,19.7500,19.1700,20.0900,19.1700,0,1,1,0,0,1
2025-07-18,MARA,20.9200,20.0220,20.9900,19.9700,0,0,0,0,0,0
2025-07-21,MARA,19.8050,19.3300,20.0100,19.3300,0,1,1,0,0,1
2025-07-22,MARA,19.4300,18.6900,19.4700,18.6900,0,1,1,0,0,1
2025-07-23,MARA,18.7450,17.3600,19.8200,17.3600,0,1,1,0,0,1
2025-07-24,MARA,17.6800,17.3500,17.8300,17.2900,0,0,0,0,0,0
2025-07-25,MARA,17.2200,16.6300,17.2600,16.4600,0,0,0,0,0,0
2025-07-28,MARA,17.6500,17.0900,17.8600,17.0000,0,0,0,0,0,0
2025-07-29,MARA,17.3950,17.0450,17.3950,16.8250,1,0,1,0,1,0
2025-07-30,MARA,17.9150,17.0600,17.9150,16.8100,1,0,1,0,1,0
2025-07-31,MARA,16.5300,16.0650,16.9000,16.0650,0,1,1,0,0,1
2025-08-01,MARA,15.7450,15.0700,15.9600,15.0100,0,0,0,0,0,0
2025-08-04,MARA,15.6300,15.3100,15.9100,15.3100,0,1,1,0,0,1
2025-08-05,MARA,15.9900,15.7300,16.1600,15.3250,0,0,0,0,0,0
2025-08-06,MARA,15.7499,15.4700,15.7600,15.4400,0,0,0,0,0,0
2025-08-07,MARA,16.5000,16.1800,16.5000,15.8000,1,0,1,0,1,0
2025-08-08,MARA,16.1750,15.6300,16.1750,15.4200,1,0,1,0,1,0
2025-08-11,MARA,16.2100,15.8150,16.2900,15.3800,0,0,0,0,0,0
2025-08-12,MARA,15.9550,15.6100,15.9800,15.4600,0,0,0,0,0,0
2025-08-13,MARA,16.2100,15.7599,16.3200,15.6800,0,0,0,0,0,0
2025-08-14,MARA,15.6400,15.1400,16.2000,15.0500,0,0,0,0,0,0
2025-08-15,MARA,15.8600,15.4500,15.8600,15.4500,1,1,1,1,1,1
2025-08-18,MARA,15.8600,15.2600,15.8600,15.2600,1,1,1,1,1,1
2025-08-19,MARA,16.2500,15.6350,16.2500,15.4800,1,0,1,0,1,0
2025-08-20,MARA,15.2000,14.4850,15.2400,14.4800,0,1,1,0,0,0
2025-08-21,MARA,15.3900,15.0200,15.5800,15.0200,0,1,1,0,0,1
2025-08-22,MARA,15.6850,15.2700,16.4800,15.2700,0,1,1,0,0,1
2025-08-25,MARA,15.9150,15.0200,15.9150,15.0200,1,1,1,1,1,1
2025-08-26,MARA,15.4800,15.2135,15.7700,15.2135,0,1,1,0,0,1
2025-08-27,MARA,16.0762,15.5500,16.1300,15.5500,0,1,1,0,0,1
2025-08-28,MARA,16.3000,15.8350,16.3000,15.7700,1,0,1,0,1,0
2025-08-29,MARA,16.1000,15.6900,16.1000,15.5300,1,0,1,0,1,0
2025-09-02,MARA,16.4200,15.3800,16.5500,15.3800,0,1,1,0,0,1
2025-09-03,MARA,16.6800,15.9500,16.6800,15.9500,1,1,1,1,1,1
2025-09-04,MARA,15.8700,15.4350,15.8700,15.2400,1,0,1,0,1,0
2025-09-05,MARA,15.7200,15.2000,15.7200,14.6300,1,0,1,0,1,0
2025-09-08,MARA,15.3150,14.9750,15.3500,14.9750,0,1,1,0,0,1
2025-09-09,MARA,15.7500,15.3520,15.8200,15.2100,0,0,0,0,0,0
2025-09-10,MARA,16.4100,15.8958,16.4250,15.8958,0,1,1,0,0,1
2025-09-11,MARA,16.1000,15.6663,16.3350,15.6663,0,1,1,0,0,1
2025-09-12,MARA,16.0700,15.5800,16.0700,15.5800,1,1,1,1,1,1
2025-09-15,MARA,16.3500,15.9700,16.6000,15.9300,0,0,0,0,0,0
2025-09-16,MARA,16.5200,16.1900,16.6600,16.1700,0,0,0,0,0,0
2025-09-17,MARA,17.6050,17.1200,17.7000,17.1200,0,1,1,0,0,1
2025-09-18,MARA,17.8600,17.3812,18.3100,17.3812,0,1,1,0,0,1
2025-09-19,MARA,18.6750,18.2700,18.6750,18.2200,1,0,1,0,1,0
2025-09-22,MARA,17.7299,17.0000,18.2900,17.0000,0,1,1,0,0,1
2025-09-23,MARA,19.0800,18.4100,19.1700,18.0800,0,0,0,0,0,0
2025-09-24,MARA,19.2900,18.0200,19.2900,17.6700,1,0,1,0,1,0
2025-09-25,MARA,17.2800,16.5000,17.8000,16.5000,0,1,1,0,0,1
2025-09-26,MARA,16.2750,15.7900,16.3600,15.7290,0,0,0,0,0,0
2025-09-29,MARA,16.8100,16.3800,17.5500,16.3500,0,0,0,0,0,0
2025-09-30,MARA,18.6150,18.0600,18.6600,18.0600,0,1,1,0,0,1
2025-10-01,MARA,19.1000,18.5500,19.4099,17.9300,0,0,0,0,0,0
2025-10-02,MARA,19.7500,18.9620,19.7500,18.7300,1,0,1,0,1,0
2025-10-03,MARA,19.4800,18.8800,19.4800,18.6200,1,0,1,0,1,0
2025-10-06,MARA,19.9800,19.2400,20.0500,18.8200,0,0,0,0,0,0
2025-10-07,MARA,20.9300,20.2600,20.9300,19.6500,1,0,1,0,1,0
2025-10-08,MARA,20.5500,20.0700,20.9200,20.0500,0,0,0,0,0,0
2025-10-09,MARA,20.5000,20.0100,20.6557,19.6200,0,0,0,0,0,0
2025-10-10,MARA,22.0550,20.7100,22.0550,20.1650,1,0,1,0,1,0
2025-10-13,MARA,19.6400,18.9800,21.1600,18.6500,0,0,0,0,0,0
2025-10-14,MARA,20.2500,19.0001,21.1399,19.0001,0,1,1,0,0,1
2025-10-15,MARA,22.9400,22.2800,23.4500,22.2400,0,0,0,0,0,0
2025-10-16,MARA,23.1600,21.6500,23.2500,21.6500,0,1,1,0,0,1
2025-10-17,MARA,20.1800,19.2500,20.2200,18.5500,0,0,0,0,0,0
2025-10-20,MARA,21.1899,20.1050,21.6100,20.1050,0,1,1,0,0,1
2025-10-21,MARA,20.9001,20.1300,20.9001,20.1200,1,1,1,1,1,0
2025-10-22,MARA,20.0200,19.4500,20.0200,18.9900,1,0,1,0,1,0
2025-10-23,MARA,19.5000,19.1300,19.5800,19.1300,0,1,1,0,0,1
2025-10-24,MARA,20.0100,19.5200,20.0200,19.5000,1,0,1,0,0,0
2025-10-27,MARA,20.4500,19.7844,20.6800,19.6400,0,0,0,0,0,0
2025-10-28,MARA,20.0200,19.3700,20.2900,19.3700,0,1,1,0,0,1
2025-10-29,MARA,19.2599,18.7808,19.2599,18.7808,1,1,1,1,1,1
2025-10-30,MARA,18.6800,17.9600,19.0900,17.9600,0,1,1,0,0,1
2025-10-31,MARA,18.3200,17.8700,18.4500,17.7600,0,0,0,0,0,0
2025-11-03,MARA,18.6888,18.1600,18.7000,17.5000,0,0,0,0,0,0
2025-11-04,MARA,17.7500,16.8400,17.9050,16.8400,0,1,1,0,0,1
2025-11-05,MARA,18.0400,17.0700,18.0400,16.7400,1,0,1,0,1,0
2025-11-06,MARA,17.0600,16.6500,17.2900,16.4300,0,0,0,0,0,0
2025-11-07,MARA,15.5150,14.9300,16.2500,14.9300,0,1,1,0,0,1
2025-11-10,MARA,16.6200,16.0600,16.7000,15.6100,0,0,0,0,0,0
2025-11-11,MARA,15.3200,14.8201,15.7000,14.7300,0,0,0,0,0,0
2025-11-12,MARA,14.9700,14.6500,14.9800,14.2100,0,0,0,0,0,0
2025-11-13,MARA,14.2800,13.8150,14.7500,13.6200,0,0,0,0,0,0
2025-11-14,MARA,12.5950,12.1110,12.8000,11.9700,0,0,0,0,0,0
2025-11-17,MARA,12.2700,11.7800,12.2800,11.7200,0,0,0,0,0,0
2025-11-18,MARA,11.8600,11.3600,11.9100,11.1200,0,0,0,0,0,0
2025-11-19,MARA,11.8900,11.5150,12.0500,11.0900,0,0,0,0,0,0
2025-11-20,MARA,11.7400,11.3700,11.7400,11.2200,1,0,1,0,1,0
2025-11-21,MARA,10.4800,10.0800,10.4800,9.7100,1,0,1,0,1,0
2025-11-24,MARA,10.7000,10.1200,10.7000,10.0700,1,0,1,0,1,0
2025-11-25,MARA,11.0300,10.6300,11.2700,10.6300,0,1,1,0,0,1
2025-11-26,MARA,11.3500,10.9900,11.3500,10.9600,1,0,1,0,1,0
2025-11-28,MARA,11.9300,11.5400,11.9800,11.3000,0,0,0,0,0,0
2025-12-01,MARA,11.3300,10.8500,11.4400,10.6200,0,0,0,0,0,0
2025-12-02,MARA,12.0300,11.7000,12.4200,11.5200,0,0,0,0,0,0
2025-12-03,MARA,12.2200,11.8000,12.3900,11.8000,0,1,1,0,0,1
2025-12-04,MARA,12.4400,12.1200,12.5200,12.1200,0,1,1,0,0,1
2025-12-05,MARA,12.2000,11.9300,12.4800,11.7350,0,0,0,0,0,0
2025-12-08,MARA,12.1150,11.7800,12.1150,11.5600,1,0,1,0,1,0
2025-12-09,MARA,12.0065,11.7600,12.4000,11.7600,0,1,1,0,0,1
2025-12-10,MARA,12.0700,11.8835,12.3200,11.7800,0,0,0,0,0,0
2025-12-11,MARA,11.7500,11.2700,11.7600,11.1745,0,0,0,0,0,0
2025-12-12,MARA,12.2600,11.8000,12.2600,11.4550,1,0,1,0,1,0
2025-12-15,MARA,11.5100,10.7400,11.6000,10.5800,0,0,0,0,0,0
2025-12-16,MARA,11.0500,10.7600,11.0500,10.5600,1,0,1,0,1,0
2025-12-17,MARA,10.9250,10.5100,10.9500,10.2600,0,0,0,0,0,0
2025-12-18,MARA,10.3700,9.9810,10.3700,9.8300,1,0,1,0,1,0
2025-12-19,MARA,10.1200,9.8900,10.1200,9.6900,1,0,1,0,1,0
2025-12-22,MARA,10.5550,10.2342,10.6900,10.1800,0,0,0,0,0,0
2025-12-23,MARA,10.0550,9.8200,10.1400,9.7900,0,0,0,0,0,0
2025-12-24,MARA,9.8393,9.6900,9.8800,9.6900,0,1,1,0,0,1
2025-12-26,MARA,9.9700,9.4500,10.1000,9.4300,0,0,0,0,0,0
2025-12-29,MARA,9.8500,9.4500,9.9600,9.4000,0,0,0,0,0,0
2025-12-30,MARA,9.6500,9.4400,9.6500,9.4400,1,1,1,1,1,1
2025-12-31,MARA,9.3799,9.2500,9.3800,9.1200,1,0,1,0,0,0
2026-01-02,MARA,9.4600,9.0300,9.7900,9.0300,0,1,1,0,0,1
2026-01-05,MARA,10.6200,10.2100,10.6200,10.1500,1,0,1,0,1,0
2026-01-06,MARA,10.6900,10.4260,10.6900,10.3250,1,0,1,0,1,0
2026-01-07,MARA,10.3200,10.1300,10.4500,9.8210,0,0,0,0,0,0
2026-01-08,MARA,10.3100,9.8300,10.5100,9.8300,0,1,1,0,0,1
2026-01-09,MARA,10.5500,10.1500,10.5750,10.0700,0,0,0,0,0,0
2026-01-12,MARA,10.4700,10.1600,10.4764,10.1400,0,0,0,0,0,0
2026-01-13,MARA,11.0200,10.6600,11.0200,10.6200,1,0,1,0,1,0
2026-01-14,MARA,11.4600,10.8899,11.4600,10.8899,1,1,1,1,1,1
2026-01-15,MARA,11.1500,10.7800,11.1500,10.7700,1,0,1,0,1,0
2026-01-16,MARA,11.2550,10.5900,11.5200,10.5900,0,1,1,0,0,1
2026-01-20,MARA,10.8300,10.3200,11.0000,10.2200,0,0,0,0,0,0
2026-01-21,MARA,10.7300,10.4250,11.2200,10.3200,0,0,0,0,0,0
2026-01-22,MARA,10.8098,10.4400,10.8098,10.2200,1,0,1,0,1,0
2026-01-23,MARA,10.3300,9.9900,10.4400,9.9900,0,1,1,0,0,1
2026-01-26,MARA,10.3900,10.1300,10.5000,9.9900,0,0,0,0,0,0
2026-01-27,MARA,10.1100,9.9000,10.1900,9.9000,0,1,1,0,0,1
2026-01-28,MARA,10.7900,10.4800,10.7900,10.3800,1,0,1,0,1,0
2026-01-29,MARA,10.2700,9.9250,10.3300,9.6300,0,0,0,0,0,0
2026-01-30,MARA,9.8300,9.5300,9.8600,9.4800,0,0,0,0,0,0
2026-02-02,MARA,9.3100,8.9114,9.3800,8.6400,0,0,0,0,0,0
2026-02-03,MARA,9.3000,9.0150,9.5500,9.0000,0,0,0,0,0,0
2026-02-04,MARA,8.9700,8.9300,9.0500,8.1400,0,0,0,0,0,0
2026-02-05,MARA,8.2500,8.2000,8.2500,7.2500,1,0,1,0,1,0
2026-02-06,MARA,6.6900,6.5000,7.8500,6.5000,0,1,1,0,0,1
2026-02-07,MARA,8.3400,8.2800,8.3400,8.2800,1,1,1,1,1,1
2026-02-09,MARA,8.2000,7.7800,8.3900,7.7800,0,1,1,0,0,1
2026-02-10,MARA,8.0500,8.0000,8.0800,7.8200,0,0,0,0,0,0
2026-02-11,MARA,7.7000,7.6700,7.8100,7.3600,0,0,0,0,0,0
2026-02-12,MARA,7.5600,7.5300,7.7000,7.2800,0,0,0,0,0,0
2026-02-13,MARA,7.2900,7.2400,7.9300,7.2400,0,1,1,0,0,1
2026-02-14,MARA,7.9400,7.9200,7.9400,7.9200,1,1,1,1,1,1
2026-02-17,MARA,7.8800,7.5000,7.9400,7.3300,0,0,0,0,0,0
2026-02-18,MARA,7.5200,7.4900,7.7800,7.4700,0,0,0,0,0,0
2026-02-19,MARA,7.5500,7.5100,7.6500,7.4300,0,0,0,0,0,0
2026-02-20,MARA,7.9900,7.9500,8.3100,7.8600,0,0,0,0,0,0
2026-02-21,MARA,8.0000,7.9600,8.0000,7.9600,1,1,1,1,1,1
2026-02-23,MARA,8.1300,7.7100,8.1300,7.6300,1,0,1,0,1,0
2026-02-24,MARA,7.8900,7.8600,8.0800,7.6700,0,0,0,0,0,0
2026-02-25,MARA,8.0500,8.0100,8.6100,8.0100,0,1,1,0,0,1
2026-02-26,MARA,8.5700,8.5100,8.6399,8.2300,0,0,0,0,0,0
2026-02-27,MARA,9.7000,9.5700,10.0300,9.2800,0,0,0,0,0,0
2026-02-28,MARA,8.9900,8.9600,8.9900,8.9600,1,1,1,1,1,1
2026-03-02,MARA,9.1800,8.4350,9.7100,8.4350,0,1,1,0,0,1
2026-03-03,MARA,9.5000,9.4400,9.5000,8.6098,1,0,1,0,1,0
2026-03-04,MARA,8.7700,8.7000,9.5500,8.5600,0,0,0,0,0,0
2026-03-05,MARA,9.2900,9.2700,9.3500,9.1100,0,0,0,0,0,0
2026-03-06,MARA,8.7700,8.7400,8.8200,8.4400,0,0,0,0,0,0
2026-03-07,MARA,8.0000,7.9800,8.0000,7.9800,1,1,1,1,1,1
2026-03-10,MARA,8.5700,8.5300,8.9000,8.5300,0,1,1,0,0,1
2026-03-11,MARA,8.5900,8.5500,8.6700,8.4800,0,0,0,0,0,0
2025-02-03,META,695.3359,673.1549,696.4026,663.1500,0,0,0,0,0,0
2025-02-04,META,700.3204,689.4642,704.6369,689.3500,0,1,1,0,0,0
2025-02-05,META,715.9118,698.7054,715.9118,695.4500,1,0,1,0,1,0
2025-02-06,META,712.1137,701.3173,716.6695,700.3300,0,0,0,0,0,0
2025-02-07,META,722.7605,712.8414,722.7605,709.2800,1,0,1,0,1,0
2025-02-10,META,718.9623,709.1230,719.4300,709.1230,0,1,1,0,0,1
2025-02-11,META,716.5000,715.5500,716.5000,674.9300,1,0,1,0,1,0
2025-02-12,META,720.0000,719.4000,721.6300,710.2900,0,0,0,0,0,0
2025-02-13,META,726.1400,724.9000,726.1400,719.0600,1,0,1,0,1,0
2025-02-14,META,726.8700,725.8800,731.1345,722.2300,0,0,0,0,0,0
2025-02-15,META,736.8500,735.8600,736.8500,735.8600,1,1,1,1,1,1
2025-02-18,META,734.7133,719.9293,737.2100,712.8813,0,0,0,0,0,0
2025-02-19,META,715.3500,714.5800,715.9900,693.2324,0,0,0,0,0,0
2025-02-20,META,699.7000,699.0600,701.5900,693.3321,0,0,0,0,0,0
2025-02-21,META,694.2000,693.3000,699.7422,689.6934,0,0,0,0,0,0
2025-02-22,META,682.9100,682.3100,682.9100,682.3100,1,1,1,1,1,1
2025-02-24,META,685.1376,669.9449,687.2500,660.3946,0,0,0,0,0,0
2025-02-25,META,667.1300,665.0700,714.1500,645.6206,0,0,0,0,0,0
2025-02-26,META,661.3000,659.6900,678.0896,655.4600,0,0,0,0,0,0
2025-02-27,META,676.9200,674.9200,683.3700,658.7797,0,0,0,0,0,0
2025-02-28,META,660.1300,658.4300,662.8070,650.5554,0,0,0,0,0,0
2025-03-01,META,668.9200,667.8900,668.9200,667.8900,1,1,1,1,1,1
2025-03-03,META,679.1363,662.9367,679.1363,660.6239,1,0,1,0,1,0
2025-03-04,META,656.9300,654.4300,656.9300,622.4926,1,0,1,0,1,0
2025-03-05,META,647.3400,644.4400,648.3900,638.0100,0,0,0,0,0,0
2025-03-06,META,655.4300,653.8400,655.4300,640.3470,1,0,1,0,1,0
2025-03-07,META,628.9600,627.4600,629.7200,609.2139,0,0,0,0,0,0
2025-03-08,META,624.0600,623.2100,624.0600,623.2100,1,1,1,1,1,1
2025-03-10,META,608.2129,601.6275,623.7200,585.0492,0,0,0,0,0,0
2025-03-11,META,588.4700,584.5800,611.9654,584.5800,0,1,1,0,0,1
2025-03-12,META,606.4800,604.4800,626.9335,603.8300,0,0,0,0,0,0
2025-03-13,META,621.9600,620.7100,621.9600,594.1907,1,0,1,0,1,0
2025-03-14,META,595.6600,590.1300,666.7000,589.3200,0,0,0,0,0,0
2025-03-15,META,608.0000,607.3500,608.0000,607.3500,1,1,1,1,1,1
2025-03-17,META,611.7259,603.3048,611.7259,597.8570,1,0,1,0,1,0
2025-03-18,META,605.6900,603.8500,605.6900,574.4995,1,0,1,0,1,0
2025-03-19,META,581.5000,579.6000,587.0313,578.5204,0,0,0,0,0,0
2025-03-20,META,588.5900,586.8400,608.2437,576.7000,0,0,0,0,0,0
2025-03-21,META,586.0000,585.0800,591.5212,580.7000,0,0,0,0,0,0
2025-03-22,META,597.0500,596.2500,597.0500,596.2500,1,1,1,1,1,1
2025-03-24,META,621.1447,610.8280,621.1447,594.9100,1,0,1,0,1,0
2025-03-25,META,618.5000,617.4800,632.4593,614.1200,0,0,0,0,0,0
2025-03-26,META,628.0000,627.0000,628.5700,602.5300,0,0,0,0,0,0
2025-03-27,META,606.0000,604.6300,612.8234,603.1000,0,0,0,0,0,0
2025-03-28,META,602.4000,600.5000,602.4000,582.8708,1,0,1,0,1,0
