ticker,entry_date,entry_bar,entry_price,gap_pct,gap_midpoint,prior_close,exit_date,exit_bar,exit_price,exit_reason,return_pct,hold_bars
AMD,2023-03-31,1,294.0,-6.0,303.3869,312.77,2023-04-06,2,309.9771,midpoint,5.4344,6
AMZN,2023-04-04,1,295.0,-6.5,305.2559,315.51,2023-04-10,2,311.0315,midpoint,5.4344,7
ARM,2023-04-07,1,296.0,-7.0,307.1402,318.28,2023-04-14,2,312.0858,midpoint,5.4344,8
AVGO,2023-04-11,1,297.0,-7.5,309.0395,321.08,2023-04-18,2,313.1402,midpoint,5.4344,9
BA,2023-04-14,1,298.0,-4.0,304.2116,310.42,2023-04-24,2,314.1945,midpoint,5.4344,10
BABA,2023-04-18,1,299.0,-4.5,306.0455,313.09,2023-04-26,2,315.2489,midpoint,5.4344,11
BIDU,2023-04-20,1,300.0,-5.0,307.8953,315.79,2023-05-01,2,316.3032,midpoint,5.4344,12
C,2023-04-25,1,301.0,-5.5,309.7607,318.52,2023-05-04,2,317.3575,midpoint,5.4344,13
COIN,2023-04-27,1,302.0,-6.0,311.6416,321.28,2023-05-09,2,318.4119,midpoint,5.4344,14
COST,2023-05-01,1,303.0,-6.5,313.5281,324.06,2023-05-11,2,319.4662,midpoint,5.4344,15
GOOGL,2023-05-04,1,304.0,-7.0,315.4392,326.88,2023-05-17,2,320.5206,midpoint,5.4344,16
GS,2023-05-08,1,305.0,-7.5,317.3651,329.73,2023-05-19,2,321.5749,midpoint,5.4344,17
INTC,2023-05-11,1,306.0,-4.0,312.375,318.75,2023-05-15,2,322.6293,midpoint,5.4344,2
JD,2023-05-15,1,307.0,-4.5,314.2369,321.47,2023-05-17,2,323.6836,midpoint,5.4344,3
JPM,2023-05-17,1,308.0,-5.0,316.1047,324.21,2023-05-22,2,324.738,midpoint,5.4344,4
MARA,2023-05-22,1,309.0,-5.5,317.9881,326.98,2023-05-25,2,325.7923,midpoint,5.4344,5
META,2023-05-24,1,310.0,-6.0,319.8963,329.79,2023-05-30,2,326.8466,midpoint,5.4344,6
MSFT,2023-05-29,1,311.0,-6.5,321.8099,332.62,2023-06-02,2,327.901,midpoint,5.4344,7
MSTR,2023-05-31,1,312.0,-7.0,323.7382,335.48,2023-06-07,2,328.9553,midpoint,5.4344,8
MU,2023-06-02,1,313.0,-7.5,325.6907,338.38,2023-06-09,2,330.0097,midpoint,5.4344,9
NVDA,2023-06-07,1,314.0,-4.0,320.5384,327.08,2023-06-15,2,331.064,midpoint,5.4344,10
PLTR,2023-06-09,1,315.0,-4.5,322.4186,329.84,2023-06-19,2,332.1184,midpoint,5.4344,11
SMCI,2023-06-14,1,316.0,-5.0,324.3143,332.63,2023-06-23,2,333.1727,midpoint,5.4344,12
TSLA,2023-06-16,1,317.0,-5.5,326.2251,335.45,2023-06-27,2,334.227,midpoint,5.4344,13
TSM,2023-06-20,1,318.0,-6.0,328.151,338.3,2023-06-30,2,335.2814,midpoint,5.4344,14
V,2023-06-23,1,319.0,-6.5,330.0917,341.18,2023-07-05,2,336.3357,midpoint,5.4344,15
AAPL,2023-06-27,1,320.0,-7.0,332.0468,344.09,2023-07-10,2,337.3901,midpoint,5.4344,16
AMD,2023-06-30,1,321.0,-7.5,334.0164,347.03,2023-07-13,2,338.4444,midpoint,5.4344,17
AMZN,2023-07-04,1,322.0,-4.0,328.7116,335.42,2023-07-06,2,339.4988,midpoint,5.4344,2
ARM,2023-07-06,1,323.0,-4.5,330.6101,338.22,2023-07-10,2,340.5531,midpoint,5.4344,3
AVGO,2023-07-11,1,324.0,-5.0,332.5238,341.05,2023-07-14,2,341.6075,midpoint,5.4344,4
BA,2023-07-13,1,325.0,-5.5,334.4622,343.92,2023-07-18,2,342.6618,midpoint,5.4344,5
BABA,2023-07-18,1,326.0,-6.0,336.4057,346.81,2023-07-24,2,343.7161,midpoint,5.4344,6
BIDU,2023-07-20,1,327.0,-6.5,338.3638,349.73,2023-07-26,2,344.7705,midpoint,5.4344,7
C,2023-07-24,1,328.0,-7.0,340.3458,352.69,2023-07-31,2,345.8248,midpoint,5.4344,8
COIN,2023-07-27,1,329.0,-7.5,342.342,355.68,2023-08-03,2,346.8792,midpoint,5.4344,9
COST,2023-07-31,1,330.0,-4.0,336.875,343.75,2023-08-08,2,347.9335,midpoint,5.4344,10
GOOGL,2023-08-03,1,331.0,-4.5,338.8015,346.6,2023-08-11,2,348.9879,midpoint,5.4344,11
GS,2023-08-07,1,332.0,-5.0,340.7332,349.47,2023-08-16,2,350.0422,midpoint,5.4344,12
INTC,2023-08-09,1,333.0,-5.5,342.6895,352.38,2023-08-18,2,351.0966,midpoint,5.4344,13
JD,2023-08-14,1,334.0,-6.0,344.6604,355.32,2023-08-24,2,352.1509,midpoint,5.4344,14
JPM,2023-08-16,1,335.0,-6.5,346.6456,358.29,2023-08-28,2,353.2052,midpoint,5.4344,15
MARA,2023-08-21,1,336.0,-7.0,348.6449,361.29,2023-09-01,2,354.2596,midpoint,5.4344,16
META,2023-08-23,1,337.0,-7.5,350.658,364.32,2023-09-05,2,355.3139,midpoint,5.4344,17
MSFT,2023-08-25,1,338.0,-4.0,345.0384,352.08,2023-08-29,2,356.3683,midpoint,5.4344,2
MSTR,2023-08-30,1,339.0,-4.5,346.9832,354.97,2023-09-01,2,357.4226,midpoint,5.4344,3
MU,2023-09-01,1,340.0,-5.0,348.9427,357.89,2023-09-06,2,358.477,midpoint,5.4344,4
NVDA,2023-09-06,1,341.0,-5.5,350.9266,360.85,2023-09-11,2,359.5313,midpoint,5.4344,5
PLTR,2023-09-08,1,342.0,-6.0,352.9151,363.83,2023-09-14,2,360.5856,midpoint,5.4344,6
SMCI,2023-09-12,1,343.0,-6.5,354.9177,366.84,2023-09-18,2,361.64,midpoint,5.4344,7
TSLA,2023-09-15,1,344.0,-7.0,356.9438,369.89,2023-09-22,2,362.6943,midpoint,5.4344,8
TSM,2023-09-19,1,345.0,-7.5,358.9836,372.97,2023-09-26,2,363.7487,midpoint,5.4344,9
V,2023-09-21,1,346.0,-4.0,353.2116,360.42,2023-09-29,2,364.803,midpoint,5.4344,10
AAPL,2023-09-26,1,347.0,-4.5,355.1746,363.35,2023-10-04,2,365.8574,midpoint,5.4344,11
AMD,2023-09-28,1,348.0,-5.0,357.162,366.32,2023-10-09,2,366.9117,midpoint,5.4344,12
AMZN,2023-10-03,1,349.0,-5.5,359.154,369.31,2023-10-12,2,367.9661,midpoint,5.4344,13
ARM,2023-10-05,1,350.0,-6.0,361.1698,372.34,2023-10-17,2,369.0204,midpoint,5.4344,14
AVGO,2023-10-09,1,351.0,-6.5,363.1995,375.4,2023-10-19,2,370.0747,midpoint,5.4344,15
BA,2023-10-12,1,352.0,-7.0,365.2428,378.49,2023-10-25,2,371.1291,midpoint,5.4344,16
BABA,2023-10-16,1,353.0,-7.5,367.3093,381.62,2023-10-27,2,372.1834,midpoint,5.4344,17
BIDU,2023-10-19,1,354.0,-4.0,361.375,368.75,2023-10-23,2,373.2378,midpoint,5.4344,2
C,2023-10-23,1,355.0,-4.5,363.3661,371.73,2023-10-25,2,374.2921,midpoint,5.4344,3
COIN,2023-10-25,1,356.0,-5.0,365.3715,374.74,2023-10-30,2,375.3465,midpoint,5.4344,4
COST,2023-10-30,1,357.0,-5.5,367.3911,377.78,2023-11-02,2,376.4008,midpoint,5.4344,5
GOOGL,2023-11-01,1,358.0,-6.0,369.4245,380.85,2023-11-07,2,377.4552,midpoint,5.4344,6
GS,2023-11-06,1,359.0,-6.5,371.4813,383.96,2023-11-10,2,378.5095,midpoint,5.4344,7
INTC,2023-11-08,1,360.0,-7.0,373.5515,387.1,2023-11-15,2,379.5638,midpoint,5.4344,8
JD,2023-11-10,1,361.0,-7.5,375.6349,390.27,2023-11-17,2,380.6182,midpoint,5.4344,9
JPM,2023-11-15,1,362.0,-4.0,369.5384,377.08,2023-11-23,2,381.6725,midpoint,5.4344,10
MARA,2023-11-17,1,363.0,-4.5,371.5478,380.1,2023-11-27,2,382.7269,midpoint,5.4344,11
META,2023-11-22,1,364.0,-5.0,373.581,383.16,2023-12-01,2,383.7812,midpoint,5.4344,12
MSFT,2023-11-24,1,365.0,-5.5,375.6184,386.24,2023-12-05,2,384.8356,midpoint,5.4344,13
MSTR,2023-11-28,1,366.0,-6.0,377.6792,389.36,2023-12-08,2,385.8899,midpoint,5.4344,14
MU,2023-12-01,1,367.0,-6.5,379.7534,392.51,2023-12-13,2,386.9442,midpoint,5.4344,15
NVDA,2023-12-05,1,368.0,-7.0,381.8505,395.7,2023-12-18,2,387.9986,midpoint,5.4344,16
PLTR,2023-12-08,1,369.0,-7.5,383.9605,398.92,2023-12-21,2,389.0529,midpoint,5.4344,17
SMCI,2023-12-12,1,370.0,-4.0,377.7116,385.42,2023-12-14,2,390.1073,midpoint,5.4344,2
TSLA,2023-12-14,1,371.0,-4.5,379.7392,388.48,2023-12-18,2,391.1616,midpoint,5.4344,3
TSM,2023-12-19,1,372.0,-5.0,381.7905,391.58,2023-12-22,2,392.216,midpoint,5.4344,4
V,2023-12-21,1,373.0,-5.5,383.8555,394.71,2023-12-26,2,393.2703,midpoint,5.4344,5
AAPL,2023-12-26,1,374.0,-6.0,385.9339,397.87,2024-01-01,2,394.3247,midpoint,5.4344,6
AMD,2023-12-28,1,375.0,-6.5,388.0352,401.07,2024-01-03,2,395.379,midpoint,5.4344,7
AMZN,2024-01-01,1,376.0,-7.0,390.1495,404.3,2024-01-08,2,396.4333,midpoint,5.4344,8
ARM,2024-01-04,1,377.0,-7.5,392.2861,407.57,2024-01-11,2,397.4877,midpoint,5.4344,9
AVGO,2024-01-08,1,378.0,-4.0,385.875,393.75,2024-01-16,2,398.542,midpoint,5.4344,10
BA,2024-01-11,1,379.0,-4.5,387.9307,396.86,2024-01-19,2,399.5964,midpoint,5.4344,11
BABA,2024-01-15,1,380.0,-5.0,390.0,400.0,2024-01-24,2,400.6507,midpoint,5.4344,12
BIDU,2024-01-17,1,381.0,-5.5,392.0828,403.17,2024-01-26,2,401.7051,midpoint,5.4344,13
C,2024-01-22,1,382.0,-6.0,394.1886,406.38,2024-02-01,2,402.7594,midpoint,5.4344,14
COIN,2024-01-24,1,383.0,-6.5,396.317,409.63,2024-02-05,2,403.8138,midpoint,5.4344,15
COST,2024-01-29,1,384.0,-7.0,398.4485,412.9,2024-02-09,2,404.8681,midpoint,5.4344,16
GOOGL,2024-01-31,1,385.0,-7.5,400.6118,416.22,2024-02-13,2,405.9224,midpoint,5.4344,17
GS,2024-02-02,1,386.0,-4.0,394.0384,402.08,2024-02-06,2,406.9768,midpoint,5.4344,2
INTC,2024-02-07,1,387.0,-4.5,396.1221,405.24,2024-02-09,2,408.0311,midpoint,5.4344,3
JD,2024-02-09,1,388.0,-5.0,398.2095,408.42,2024-02-14,2,409.0855,midpoint,5.4344,4
JPM,2024-02-13,1,389.0,-5.5,400.3199,411.64,2024-02-16,2,410.1398,midpoint,5.4344,5
MARA,2024-02-16,1,390.0,-6.0,402.4433,414.89,2024-02-22,2,411.1942,midpoint,5.4344,6
META,2024-02-20,1,391.0,-6.5,404.5892,418.18,2024-02-26,2,412.2485,midpoint,5.4344,7
MSFT,2024-02-23,1,392.0,-7.0,406.7571,421.51,2024-03-01,2,413.3028,midpoint,5.4344,8
MSTR,2024-02-27,1,393.0,-7.5,408.9278,424.86,2024-03-05,2,414.3572,midpoint,5.4344,9
MU,2024-02-29,1,394.0,-4.0,402.2116,410.42,2024-03-08,2,415.4115,midpoint,5.4344,10
NVDA,2024-03-05,1,395.0,-4.5,404.3038,413.61,2024-03-13,2,368.6049,hard_max,-6.6823,11
PLTR,2024-03-07,1,396.0,-5.0,406.419,416.84,2024-03-18,2,369.5381,hard_max,-6.6823,12
SMCI,2024-03-12,1,397.0,-5.5,408.557,420.11,2024-03-21,2,370.4713,hard_max,-6.6823,13
TSLA,2024-03-14,1,398.0,-6.0,410.698,423.4,2024-03-26,2,371.4044,hard_max,-6.6823,14
TSM,2024-03-18,1,399.0,-6.5,412.8709,426.74,2024-03-28,2,372.3376,hard_max,-6.6823,15
V,2024-03-21,1,400.0,-7.0,415.0562,430.11,2024-04-03,2,373.2708,hard_max,-6.6823,16
AAPL,2024-03-25,1,401.0,-7.5,417.2534,433.51,2024-04-05,2,374.204,hard_max,-6.6823,17
AMD,2024-03-28,1,402.0,-4.0,410.375,418.75,2024-04-01,2,375.1372,hard_max,-6.6823,2
AMZN,2024-04-01,1,403.0,-4.5,412.4952,421.99,2024-04-03,2,376.0703,hard_max,-6.6823,3
ARM,2024-04-03,1,404.0,-5.0,414.6285,425.26,2024-04-08,2,377.0035,hard_max,-6.6823,4
AVGO,2024-04-08,1,405.0,-5.5,416.7843,428.57,2024-04-11,2,377.9367,hard_max,-6.6823,5
BA,2024-04-10,1,406.0,-6.0,418.9527,431.91,2024-04-16,2,378.8699,hard_max,-6.6823,6
BABA,2024-04-15,1,407.0,-6.5,421.1431,435.29,2024-04-19,2,379.803,hard_max,-6.6823,7
BIDU,2024-04-17,1,408.0,-7.0,423.3551,438.71,2024-04-24,2,380.7362,hard_max,-6.6823,8
C,2024-04-19,1,409.0,-7.5,425.579,442.16,2024-04-26,2,381.6694,hard_max,-6.6823,9
COIN,2024-04-24,1,410.0,-4.0,418.5384,427.08,2024-05-02,2,382.6026,hard_max,-6.6823,10
COST,2024-04-26,1,411.0,-4.5,420.6867,430.37,2024-05-06,2,383.5357,hard_max,-6.6823,11
GOOGL,2024-05-01,1,412.0,-5.0,422.838,433.68,2024-05-10,2,384.4689,hard_max,-6.6823,12
GS,2024-05-03,1,413.0,-5.5,425.0214,437.04,2024-05-14,2,385.4021,hard_max,-6.6823,13
INTC,2024-05-07,1,414.0,-6.0,427.2171,440.43,2024-05-17,2,386.3353,hard_max,-6.6823,14
JD,2024-05-10,1,415.0,-6.5,429.4249,443.85,2024-05-22,2,387.2685,hard_max,-6.6823,15
JPM,2024-05-14,1,416.0,-7.0,431.6542,447.31,2024-05-27,2,388.2016,hard_max,-6.6823,16
MARA,2024-05-17,1,417.0,-7.5,433.9046,450.81,2024-05-30,2,389.1348,hard_max,-6.6823,17
META,2024-05-21,1,418.0,-4.0,426.7116,435.42,2024-05-23,2,390.068,hard_max,-6.6823,2
MSFT,2024-05-23,1,419.0,-4.5,428.8684,438.74,2024-05-27,2,391.0012,hard_max,-6.6823,3
MSTR,2024-05-28,1,420.0,-5.0,431.0573,442.11,2024-05-31,2,391.9343,hard_max,-6.6823,4
MU,2024-05-30,1,421.0,-5.5,433.2488,445.5,2024-06-04,2,392.8675,hard_max,-6.6823,5
NVDA,2024-06-04,1,422.0,-6.0,435.4718,448.94,2024-06-10,2,393.8007,hard_max,-6.6823,6
PLTR,2024-06-06,1,423.0,-6.5,437.7067,452.41,2024-06-12,2,394.7339,hard_max,-6.6823,7
SMCI,2024-06-10,1,424.0,-7.0,439.9531,455.91,2024-06-17,2,395.667,hard_max,-6.6823,8
TSLA,2024-06-13,1,425.0,-7.5,442.2303,459.46,2024-06-20,2,396.6002,hard_max,-6.6823,9
TSM,2024-06-17,1,426.0,-4.0,434.875,443.75,2024-06-25,2,397.5334,hard_max,-6.6823,10
V,2024-06-19,1,427.0,-4.5,437.0598,447.12,2024-06-27,2,398.4666,hard_max,-6.6823,11
AAPL,2024-06-24,1,428.0,-5.0,439.2667,450.53,2024-07-03,2,399.3998,hard_max,-6.6823,12
AMD,2024-06-26,1,429.0,-5.5,441.4858,453.97,2024-07-05,2,400.3329,hard_max,-6.6823,13
AMZN,2024-07-01,1,430.0,-6.0,443.7265,457.45,2024-07-11,2,401.2661,hard_max,-6.6823,14
ARM,2024-07-03,1,431.0,-6.5,445.9788,460.96,2024-07-15,2,402.1993,hard_max,-6.6823,15
AVGO,2024-07-05,1,432.0,-7.0,448.2618,464.52,2024-07-18,2,403.1325,hard_max,-6.6823,16
BA,2024-07-10,1,433.0,-7.5,450.5559,468.11,2024-07-23,2,404.0656,hard_max,-6.6823,17
BABA,2024-07-12,1,434.0,-4.0,443.0384,452.08,2024-07-16,2,404.9988,hard_max,-6.6823,2
BIDU,2024-07-17,1,435.0,-4.5,445.2513,455.5,2024-07-19,2,405.932,hard_max,-6.6823,3
C,2024-07-19,1,436.0,-5.0,447.4762,458.95,2024-07-24,2,406.8652,hard_max,-6.6823,4
COIN,2024-07-23,1,437.0,-5.5,449.7132,462.43,2024-07-26,2,407.7983,hard_max,-6.6823,5
COST,2024-07-26,1,438.0,-6.0,451.9812,465.96,2024-08-01,2,408.7315,hard_max,-6.6823,6
GOOGL,2024-07-30,1,439.0,-6.5,454.2606,469.52,2024-08-05,2,409.6647,hard_max,-6.6823,7
GS,2024-08-02,1,440.0,-7.0,456.5608,473.12,2024-08-09,2,410.5979,hard_max,-6.6823,8
INTC,2024-08-06,1,441.0,-7.5,458.8815,476.76,2024-08-13,2,411.5311,hard_max,-6.6823,9
JD,2024-08-08,1,442.0,-4.0,451.2116,460.42,2024-08-16,2,412.4642,hard_max,-6.6823,10
JPM,2024-08-13,1,443.0,-4.5,453.4329,463.87,2024-08-21,2,413.3974,hard_max,-6.6823,11
MARA,2024-08-15,1,444.0,-5.0,455.6857,467.37,2024-08-26,2,414.3306,hard_max,-6.6823,12
META,2024-08-20,1,445.0,-5.5,457.9502,470.9,2024-08-29,2,415.2638,hard_max,-6.6823,13
MSFT,2024-08-22,1,446.0,-6.0,460.2359,474.47,2024-09-03,2,416.1969,hard_max,-6.6823,14
MSTR,2024-08-26,1,447.0,-6.5,462.5327,478.07,2024-09-05,2,417.1301,hard_max,-6.6823,15
MU,2024-08-29,1,448.0,-7.0,464.8598,481.72,2024-09-11,2,418.0633,hard_max,-6.6823,16
NVDA,2024-09-02,1,449.0,-7.5,467.2071,485.41,2024-09-13,2,418.9965,hard_max,-6.6823,17
PLTR,2024-09-05,1,450.0,-4.0,459.375,468.75,2024-09-09,2,419.9297,hard_max,-6.6823,2
SMCI,2024-09-09,1,451.0,-4.5,461.6244,472.25,2024-09-11,2,420.8628,hard_max,-6.6823,3
TSLA,2024-09-11,1,452.0,-5.0,463.8953,475.79,2024-09-16,2,421.796,hard_max,-6.6823,4
TSM,2024-09-16,1,453.0,-5.5,466.1873,479.37,2024-09-19,2,422.7292,hard_max,-6.6823,5
V,2024-09-18,1,454.0,-6.0,468.4906,482.98,2024-09-24,2,423.6624,hard_max,-6.6823,6
AAPL,2024-09-23,1,455.0,-6.5,470.8145,486.63,2024-09-27,2,424.5955,hard_max,-6.6823,7
AMD,2024-09-25,1,456.0,-7.0,473.1588,490.32,2024-10-02,2,425.5287,hard_max,-6.6823,8
AMZN,2024-09-27,1,457.0,-7.5,475.5231,494.05,2024-10-04,2,426.4619,hard_max,-6.6823,9
ARM,2024-10-02,1,458.0,-4.0,467.5384,477.08,2024-10-10,2,427.3951,hard_max,-6.6823,10
AVGO,2024-10-04,1,459.0,-4.5,469.8158,480.63,2024-10-14,2,428.3282,hard_max,-6.6823,11
BA,2024-10-09,1,460.0,-5.0,472.1047,484.21,2024-10-18,2,429.2614,hard_max,-6.6823,12
BABA,2024-10-11,1,461.0,-5.5,474.4147,487.83,2024-10-22,2,430.1946,hard_max,-6.6823,13
BIDU,2024-10-15,1,462.0,-6.0,476.7453,491.49,2024-10-25,2,431.1278,hard_max,-6.6823,14
C,2024-10-18,1,463.0,-6.5,479.0963,495.19,2024-10-30,2,432.061,hard_max,-6.6823,15
COIN,2024-10-22,1,464.0,-7.0,481.4578,498.92,2024-11-04,2,432.9941,hard_max,-6.6823,16
COST,2024-10-25,1,465.0,-7.5,483.8487,502.7,2024-11-07,2,433.9273,hard_max,-6.6823,17
GOOGL,2024-10-29,1,466.0,-4.0,475.7116,485.42,2024-10-31,2,434.8605,hard_max,-6.6823,2
GS,2024-10-31,1,467.0,-4.5,478.0073,489.01,2024-11-04,2,435.7937,hard_max,-6.6823,3
INTC,2024-11-05,1,468.0,-5.0,480.3142,492.63,2024-11-08,2,436.7268,hard_max,-6.6823,4
JD,2024-11-07,1,469.0,-5.5,482.6518,496.3,2024-11-12,2,437.66,hard_max,-6.6823,5
JPM,2024-11-11,1,470.0,-6.0,485.0,500.0,2024-11-15,2,438.5932,hard_max,-6.6823,6
MARA,2024-11-14,1,471.0,-6.5,487.3684,503.74,2024-11-20,2,439.5264,hard_max,-6.6823,7
META,2024-11-18,1,472.0,-7.0,489.7664,507.53,2024-11-25,2,440.4595,hard_max,-6.6823,8
MSFT,2024-11-21,1,473.0,-7.5,492.1744,511.35,2024-11-28,2,441.3927,hard_max,-6.6823,9
MSTR,2024-11-25,1,474.0,-4.0,483.875,493.75,2024-12-03,2,442.3259,hard_max,-6.6823,10
MU,2024-11-27,1,475.0,-4.5,486.189,497.38,2024-12-05,2,443.2591,hard_max,-6.6823,11
NVDA,2024-12-02,1,476.0,-5.0,488.5238,501.05,2024-12-11,2,444.1923,hard_max,-6.6823,12
PLTR,2024-12-04,1,477.0,-5.5,490.8791,504.76,2024-12-13,2,445.1254,hard_max,-6.6823,13
SMCI,2024-12-09,1,478.0,-6.0,493.2547,508.51,2024-12-19,2,446.0586,hard_max,-6.6823,14
TSLA,2024-12-11,1,479.0,-6.5,495.6502,512.3,2024-12-23,2,446.9918,hard_max,-6.6823,15
TSM,2024-12-13,1,480.0,-7.0,498.0654,516.13,2024-12-26,2,447.925,hard_max,-6.6823,16
V,2024-12-18,1,481.0,-7.5,500.5,520.0,2024-12-31,2,448.8581,hard_max,-6.6823,17
AAPL,2024-12-20,1,482.0,-4.0,492.0384,502.08,2024-12-24,2,449.7913,hard_max,-6.6823,2
AMD,2024-12-25,1,483.0,-4.5,494.3804,505.76,2024-12-27,2,450.7245,hard_max,-6.6823,3
AMZN,2024-12-27,1,484.0,-5.0,496.7332,509.47,2025-01-01,2,451.6577,hard_max,-6.6823,4
ARM,2024-12-31,1,485.0,-5.5,499.1162,513.23,2025-01-03,2,452.5908,hard_max,-6.6823,5
AVGO,2025-01-03,1,486.0,-6.0,501.5094,517.02,2025-01-09,2,453.524,hard_max,-6.6823,6
BA,2025-01-07,1,487.0,-6.5,503.9321,520.86,2025-01-13,2,454.4572,hard_max,-6.6823,7
BABA,2025-01-10,1,488.0,-7.0,506.3644,524.73,2025-01-17,2,455.3904,hard_max,-6.6823,8
BIDU,2025-01-14,1,489.0,-7.5,508.8256,528.65,2025-01-21,2,456.3236,hard_max,-6.6823,9
C,2025-01-16,1,490.0,-4.0,500.2116,510.42,2025-01-24,2,457.2567,hard_max,-6.6823,10
COIN,2025-01-21,1,491.0,-4.5,502.5718,514.14,2025-01-29,2,458.1899,hard_max,-6.6823,11
COST,2025-01-23,1,492.0,-5.0,504.9427,517.89,2025-02-03,2,459.1231,hard_max,-6.6823,12
GOOGL,2025-01-28,1,493.0,-5.5,507.3435,521.69,2025-02-06,2,460.0563,hard_max,-6.6823,13
GS,2025-01-30,1,494.0,-6.0,509.7641,525.53,2025-02-11,2,460.9894,hard_max,-6.6823,14
INTC,2025-02-03,1,495.0,-6.5,512.2042,529.41,2025-02-13,2,461.9226,hard_max,-6.6823,15
JD,2025-02-06,1,496.0,-7.0,514.6635,533.33,2025-02-19,2,462.8558,hard_max,-6.6823,16
JPM,2025-02-10,1,497.0,-7.5,517.1513,537.3,2025-02-21,2,463.789,hard_max,-6.6823,17
MARA,2025-02-13,1,498.0,-4.0,508.375,518.75,2025-02-17,2,464.7221,hard_max,-6.6823,2
META,2025-02-17,1,499.0,-4.5,510.7535,522.51,2025-02-19,2,465.6553,hard_max,-6.6823,3
MSFT,2025-02-19,1,50.0,-5.0,51.3143,52.63,2025-02-24,2,46.6589,hard_max,-6.6823,4
MSTR,2025-02-24,1,51.0,-5.5,52.4858,53.97,2025-02-27,2,47.592,hard_max,-6.6823,5
MU,2025-02-26,1,52.0,-6.0,53.6604,55.32,2025-03-04,2,48.5252,hard_max,-6.6823,6
NVDA,2025-03-03,1,53.0,-6.5,54.8379,56.68,2025-03-07,2,49.4584,hard_max,-6.6823,7
PLTR,2025-03-05,1,54.0,-7.0,56.0279,58.06,2025-03-12,2,50.3916,hard_max,-6.6823,8
SMCI,2025-03-07,1,55.0,-7.5,57.2303,59.46,2025-03-14,2,51.3247,hard_max,-6.6823,9
TSLA,2025-03-12,1,56.0,-4.0,57.1634,58.33,2025-03-20,2,52.2579,hard_max,-6.6823,10
TSM,2025-03-14,1,57.0,-4.5,58.347,59.69,2025-03-24,2,53.1911,hard_max,-6.6823,11
V,2025-03-19,1,58.0,-5.0,59.5237,61.05,2025-03-28,2,54.1243,hard_max,-6.6823,12
AAPL,2025-03-21,1,59.0,-5.5,60.7132,62.43,2025-04-01,2,55.0574,hard_max,-6.6823,13
AMD,2025-03-25,1,60.0,-6.0,61.9151,63.83,2025-04-04,2,55.9906,hard_max,-6.6823,14
AMZN,2025-03-28,1,61.0,-6.5,63.1197,65.24,2025-04-09,2,56.9238,hard_max,-6.6823,15
ARM,2025-04-01,1,62.0,-7.0,64.3366,66.67,2025-04-14,2,57.857,hard_max,-6.6823,16
AVGO,2025-04-03,1,63.0,-7.5,65.5559,68.11,2025-04-16,2,58.7902,hard_max,-6.6823,17
BA,2025-04-08,1,64.0,-4.0,65.3366,66.67,2025-04-10,2,59.7233,hard_max,-6.6823,2
BABA,2025-04-10,1,65.0,-4.5,66.5286,68.06,2025-04-14,2,60.6565,hard_max,-6.6823,3
BIDU,2025-04-15,1,66.0,-5.0,67.7332,69.47,2025-04-18,2,61.5897,hard_max,-6.6823,4
C,2025-04-17,1,67.0,-5.5,68.9503,70.9,2025-04-22,2,62.5229,hard_max,-6.6823,5
COIN,2025-04-21,1,68.0,-6.0,70.1698,72.34,2025-04-25,2,63.456,hard_max,-6.6823,6
COST,2025-04-24,1,69.0,-6.5,71.4015,73.8,2025-04-30,2,64.3892,hard_max,-6.6823,7
GOOGL,2025-04-28,1,70.0,-7.0,72.6355,75.27,2025-05-05,2,65.3224,hard_max,-6.6823,8
GS,2025-05-01,1,71.0,-7.5,73.8815,76.76,2025-05-08,2,66.2556,hard_max,-6.6823,9
INTC,2025-05-05,1,72.0,-4.0,73.5,75.0,2025-05-13,2,67.1887,hard_max,-6.6823,10
JD,2025-05-07,1,73.0,-4.5,74.7201,76.44,2025-05-15,2,68.1219,hard_max,-6.6823,11
JPM,2025-05-12,1,74.0,-5.0,75.9428,77.89,2025-05-21,2,69.0551,hard_max,-6.6823,12
MARA,2025-05-14,1,75.0,-5.5,77.1873,79.37,2025-05-23,2,69.9883,hard_max,-6.6823,13
META,2025-05-19,1,76.0,-6.0,78.4245,80.85,2025-05-29,2,70.9215,hard_max,-6.6823,14
MSFT,2025-05-21,1,77.0,-6.5,79.6736,82.35,2025-06-02,2,71.8546,hard_max,-6.6823,15
MSTR,2025-05-23,1,78.0,-7.0,80.9346,83.87,2025-06-05,2,72.7878,hard_max,-6.6823,16
MU,2025-05-28,1,79.0,-7.5,82.2071,85.41,2025-06-10,2,73.721,hard_max,-6.6823,17
NVDA,2025-05-30,1,80.0,-4.0,81.6634,83.33,2025-06-03,2,74.6542,hard_max,-6.6823,2
PLTR,2025-06-04,1,81.0,-4.5,82.9115,84.82,2025-06-06,2,75.5873,hard_max,-6.6823,3
SMCI,2025-06-06,1,82.0,-5.0,84.162,86.32,2025-06-11,2,76.5205,hard_max,-6.6823,4
TSLA,2025-06-10,1,83.0,-5.5,85.4147,87.83,2025-06-13,2,77.4537,hard_max,-6.6823,5
TSM,2025-06-13,1,84.0,-6.0,86.6792,89.36,2025-06-19,2,78.3869,hard_max,-6.6823,6
V,2025-06-17,1,85.0,-6.5,87.9554,90.91,2025-06-23,2,79.32,hard_max,-6.6823,7
