streak_len,streak_bin,date,bar_num,bar_label,next_bar_ret,next_2bar_ret,rsi,vix,vix_bucket,ticker,split
3,3,2026-02-12,1,2026-02-12_B1,0.004514822560833771,0.006705839391826783,37.38401614217823,17.65,<20,JPM,B
2,2,2026-02-19,1,2026-02-19_B1,0.007554945054945063,0.01141418105703823,45.16013540972509,19.62,<20,JPM,B
2,2,2026-03-02,2,2026-03-02_B2,0.011326588915403505,0.009175545323160752,41.35169074238717,19.86,<20,JPM,B
2,2,2026-03-04,1,2026-03-04_B1,0.003924462482809566,-0.011572132962130575,42.89359807406214,23.57,20-25,JPM,B
2,2,2026-03-05,2,2026-03-05_B2,-0.020517364779659993,-0.013769128523226952,37.94667977989414,21.15,20-25,JPM,A
3,3,2026-03-06,1,2026-03-06_B1,0.006889592539754404,-0.008525000869898009,32.2317134791392,23.75,20-25,JPM,A
2,2,2026-03-11,1,2026-03-11_B1,-0.0019095896118323538,-0.0223248385528783,38.98422272260738,24.93,20-25,JPM,B
3,3,2026-03-11,2,2026-03-11_B2,-0.020454308275646333,-0.01596688350088716,38.429445578645826,24.93,20-25,JPM,A
4,4,2026-03-12,1,2026-03-12_B1,0.00458112859121425,0.008416492062928388,33.01942938896852,24.23,20-25,JPM,A
2,2,2025-02-04,2,2025-02-04_B2,-0.026062322946175488,-0.034560906515580705,,,>=25,MARA,B
3,3,2025-02-05,1,2025-02-05_B1,-0.00872600349040152,-0.019778941244909823,,,>=25,MARA,A
4,4,2025-02-05,2,2025-02-05_B2,-0.011150234741783905,-0.014671361502347418,,,>=25,MARA,B
5,5,2025-02-06,1,2025-02-06_B1,-0.0035608308605342594,0.02255192878338273,,,>=25,MARA,B
6,6,2025-02-06,2,2025-02-06_B2,0.026206075044669524,-0.0011911852293031314,,,>=25,MARA,A
2,2,2025-02-11,1,2025-02-11_B1,-0.012915129151291563,-0.008610086100861043,,15.81,<20,MARA,B
3,3,2025-02-11,2,2025-02-11_B2,0.004361370716510921,0.011838006230529453,,15.81,<20,MARA,B
2,2,2025-02-18,2,2025-02-18_B2,-0.004981320049813095,-0.016811955168119525,34.74841221065995,14.77,<20,MARA,B
3,3,2025-02-19,1,2025-02-19_B1,-0.011889862327909968,-0.010012515644555704,33.72956946595184,15.35,<20,MARA,A
4,4,2025-02-19,2,2025-02-19_B2,0.0018999366687777795,0.00949968334388856,31.376549199484288,15.35,<20,MARA,B
2,2,2025-02-21,2,2025-02-21_B2,-0.027986348122866902,-0.053242320819112704,22.591199732892576,15.66,<20,MARA,B
3,3,2025-02-24,1,2025-02-24_B1,-0.0259831460674158,-0.1292134831460674,19.978740296609104,18.21,<20,MARA,B
4,4,2025-02-24,2,2025-02-24_B2,-0.10598413842826236,-0.1045421773612112,17.960256171458155,18.21,<20,MARA,A
5,5,2025-02-25,1,2025-02-25_B1,0.0016129032258064171,-0.0008064516129032086,12.53969278467008,18.98,<20,MARA,B
2,2,2025-03-10,2,2025-03-10_B2,-0.044029850746268646,-0.007462686567164152,40.30720585436035,23.37,20-25,MARA,A
3,3,2025-03-11,1,2025-03-11_B1,0.038251366120218594,0.052302888368462135,36.94994539439907,27.86,>=25,MARA,A
2,2,2025-03-13,1,2025-03-13_B1,-0.016181229773462726,0.05258899676375408,36.0978391487501,24.23,20-25,MARA,B
3,3,2025-03-13,2,2025-03-13_B2,0.06990131578947366,0.08388157894736839,35.00629247493016,24.23,20-25,MARA,B
2,2,2025-03-18,2,2025-03-18_B2,0.009105960264900615,0.036423841059602606,37.5743396688475,20.51,20-25,MARA,B
2,2,2025-03-27,2,2025-03-27_B2,-0.08950843727072638,-0.08584005869405721,51.56603573776843,18.33,<20,MARA,B
3,3,2025-03-28,1,2025-03-28_B1,0.004029008863819557,-0.06204673650282027,41.32841933886237,18.69,<20,MARA,B
2,2,2025-03-31,2,2025-03-31_B2,0.007832898172323747,0.030461270670147922,35.34700525458125,21.65,20-25,MARA,B
2,2,2025-04-03,1,2025-04-03_B1,-0.004432624113475083,-0.02659574468085097,37.13311881885654,21.51,20-25,MARA,A
3,3,2025-04-03,2,2025-04-03_B2,-0.02226179875333927,0.004452359750667759,36.805058171873945,21.51,20-25,MARA,A
4,4,2025-04-04,1,2025-04-04_B1,0.0273224043715846,0.04553734061930783,35.1336935453227,30.02,>=25,MARA,B
2,2,2025-04-08,1,2025-04-08_B1,-0.014058106841612029,0.058106841611996175,34.918711110748674,46.98,>=25,MARA,B
3,3,2025-04-08,2,2025-04-08_B2,0.07319391634980985,0.16825095057034217,33.88588377875682,46.98,>=25,MARA,A
2,2,2025-04-21,2,2025-04-21_B2,0.08455284552845521,0.14227642276422764,50.38093766031779,29.65,>=25,MARA,B
2,2,2025-04-24,1,2025-04-24_B1,-0.0007127583749108901,0.03991446899501073,62.32951835819103,28.45,>=25,MARA,B
3,3,2025-04-24,2,2025-04-24_B2,0.04065620542082741,0.019258202567760313,62.203590487008434,28.45,>=25,MARA,B
2,2,2025-04-28,1,2025-04-28_B1,0.037777777777777764,0.0696296296296296,53.532059645200576,24.84,20-25,MARA,B
2,2,2025-04-30,1,2025-04-30_B1,0.0,0.07260479041916172,50.053014668781636,24.17,20-25,MARA,B
2,2,2025-05-05,1,2025-05-05_B1,-0.00908402725208183,-0.0037850113550341184,46.948299053106005,22.68,20-25,MARA,A
3,3,2025-05-05,2,2025-05-05_B2,0.005347593582887722,0.0038197097020626976,46.05550774397326,22.68,20-25,MARA,B
2,2,2025-05-15,2,2025-05-15_B2,0.043367346938775496,0.03443877551020403,60.896220648228855,18.62,<20,MARA,A
2,2,2025-05-21,2,2025-05-21_B2,0.007575757575757638,-0.012626262626262581,56.6463513896552,18.09,<20,MARA,A
2,2,2025-05-23,1,2025-05-23_B1,-0.025148908007941697,0.08206485771012588,45.42214426666962,20.28,20-25,MARA,B
3,3,2025-05-23,2,2025-05-23_B2,0.10997963340122206,0.1154107264086897,40.97947787737769,20.28,20-25,MARA,A
2,2,2025-05-28,2,2025-05-28_B2,-0.00403768506056519,-0.016823687752355317,44.49046063841125,18.96,<20,MARA,B
3,3,2025-05-29,1,2025-05-29_B1,-0.012837837837837924,-0.036486486486486544,43.99443143308536,19.31,<20,MARA,B
4,4,2025-05-29,2,2025-05-29_B2,-0.023956194387405864,-0.03490759753593428,42.38297411049784,19.31,<20,MARA,B
5,5,2025-05-30,1,2025-05-30_B1,-0.011220196353436195,-0.0028050490883589864,39.51187697094087,19.18,<20,MARA,B
6,6,2025-05-30,2,2025-05-30_B2,0.008510638297872412,0.019858156028368875,38.23669141327933,19.18,<20,MARA,B
2,2,2025-06-05,2,2025-06-05_B2,0.06854838709677416,0.05779569892473114,46.84813803604259,17.61,<20,MARA,B
2,2,2025-06-13,1,2025-06-13_B1,0.012794612794612761,0.030303030303030377,41.317204753512314,18.02,<20,MARA,A
2,2,2025-06-18,2,2025-06-18_B2,-0.021394064872325775,-0.012422360248447185,39.5107396132254,21.6,20-25,MARA,A
3,3,2025-06-20,1,2025-06-20_B1,0.009167842031029674,-0.01763046544428773,36.59717892725317,20.14,20-25,MARA,A
2,2,2025-06-27,2,2025-06-27_B2,0.040612516644474114,0.04260985352862853,49.93230346147737,16.59,<20,MARA,B
2,2,2025-07-21,2,2025-07-21_B2,0.04246284501061575,0.05520169851380038,53.99006923007376,16.41,<20,MARA,A
2,2,2025-07-24,2,2025-07-24_B2,-0.00695249130938592,-0.0005793742757822458,40.766730358349534,15.37,<20,MARA,B
3,3,2025-07-25,1,2025-07-25_B1,0.00641773628938153,-0.004084014002333739,39.93570050571882,15.39,<20,MARA,B
2,2,2025-07-29,2,2025-07-29_B2,0.018629807692307616,-0.005408653846153837,36.80919156741757,15.03,<20,MARA,B
2,2,2025-07-31,1,2025-07-31_B1,-0.01711491442542794,-0.03973105134474319,36.013281596229966,15.48,<20,MARA,B
3,3,2025-07-31,2,2025-07-31_B2,-0.023009950248756062,-0.03606965174129343,33.86062523347188,15.48,<20,MARA,B
4,4,2025-08-01,1,2025-08-01_B1,-0.013367281985996234,0.013367281985996122,31.20613929499268,16.72,<20,MARA,A
5,5,2025-08-01,2,2025-08-01_B2,0.027096774193548383,0.036129032258064436,29.779214927907447,16.72,<20,MARA,A
2,2,2025-08-08,2,2025-08-08_B2,0.028608582574772397,0.018205461638491505,35.767810944896894,16.57,<20,MARA,B
2,2,2025-08-14,1,2025-08-14_B1,0.040978189028420306,0.042961004626569634,36.04789363277454,14.49,<20,MARA,A
2,2,2025-08-19,1,2025-08-19_B1,-0.0013157894736841825,-0.005263157894736847,40.672798347064344,14.99,<20,MARA,A
3,3,2025-08-19,2,2025-08-19_B2,-0.003952569169960507,0.017786561264822108,40.485131046714784,14.99,<20,MARA,A
4,4,2025-08-20,1,2025-08-20_B1,0.02182539682539683,0.009920634920634944,39.89048328420237,15.57,<20,MARA,B
2,2,2025-08-25,1,2025-08-25_B1,-0.006451612903225784,0.01548387096774195,46.19101136522184,14.22,<20,MARA,A
3,3,2025-08-25,2,2025-08-25_B2,0.022077922077922068,0.02857142857142854,45.18017093924008,14.22,<20,MARA,B
2,2,2025-09-02,1,2025-09-02_B1,0.017088607594936682,0.01265822784810122,48.969457335813644,15.36,<20,MARA,A
2,2,2025-09-03,2,2025-09-03_B2,-0.0371069182389937,-0.04842767295597482,50.19297397484677,17.17,<20,MARA,A
3,3,2025-09-04,1,2025-09-04_B1,-0.011757021554539497,-0.020248203788373643,41.66893540806079,16.35,<20,MARA,B
4,4,2025-09-04,2,2025-09-04_B2,-0.008592200925313997,0.004626569729015103,39.46682137650103,16.35,<20,MARA,B
5,5,2025-09-05,1,2025-09-05_B1,0.013333333333333286,0.01733333333333332,37.908629231897955,15.3,<20,MARA,B
2,2,2025-09-15,1,2025-09-15_B1,0.04033290653008968,0.10371318822023043,47.627766628670564,14.76,<20,MARA,A
2,2,2025-09-17,2,2025-09-17_B2,0.09694171956145432,0.06635891517599551,64.1035081742547,16.36,<20,MARA,A
2,2,2025-09-22,1,2025-09-22_B1,0.020578420467185818,0.01334816462736365,60.88351210083341,15.45,<20,MARA,B
2,2,2025-09-23,2,2025-09-23_B2,0.02145680406549966,-0.0039525691699604905,55.917296857872344,16.1,<20,MARA,B
2,2,2025-09-25,1,2025-09-25_B1,-0.008029647930821652,0.008029647930821433,41.798204044568436,16.18,<20,MARA,B
3,3,2025-09-25,2,2025-09-25_B2,0.016189290161893,0.003113325031133295,40.89993429182703,16.18,<20,MARA,B
2,2,2025-09-30,2,2025-09-30_B2,0.027382256297918947,0.018619934282584877,57.72714074697399,16.12,<20,MARA,B
2,2,2025-10-09,1,2025-10-09_B1,0.02382159148504809,-0.015205271160669068,57.02372686195952,16.3,<20,MARA,B
2,2,2025-10-10,2,2025-10-10_B2,0.08476394849785399,0.08476394849785399,48.03903452219581,16.43,<20,MARA,A
2,2,2025-10-16,2,2025-10-16_B2,-0.04292057227429704,-0.03502713369511598,51.21688502533958,20.64,20-25,MARA,B
3,3,2025-10-17,1,2025-10-17_B1,0.008247422680412378,0.11649484536082483,46.616020649718756,25.31,>=25,MARA,A
2,2,2025-10-21,1,2025-10-21_B1,-0.004960317460317531,-0.07787698412698414,50.08141178057633,18.23,<20,MARA,B
3,3,2025-10-21,2,2025-10-21_B2,-0.07328015952143564,-0.04486540378863403,49.57646813540871,18.23,<20,MARA,A
4,4,2025-10-22,1,2025-10-22_B1,0.030661646046261447,0.0532544378698224,42.75259632052657,17.87,<20,MARA,A
2,2,2025-10-29,1,2025-10-29_B1,0.0010593220338982825,-0.03601694915254236,44.20666446572612,16.42,<20,MARA,B
2,2,2025-10-30,2,2025-10-30_B2,-0.0022509848058525125,0.028700056274620234,37.61952068735423,16.92,<20,MARA,A
3,3,2025-10-31,1,2025-10-31_B1,0.0310208685843204,0.01692047377326569,37.392712437411085,16.91,<20,MARA,B
2,2,2025-11-03,2,2025-11-03_B2,-0.05050505050505043,-0.0673400673400673,39.50523178685914,17.44,<20,MARA,B
3,3,2025-11-04,1,2025-11-04_B1,-0.01773049645390075,0.015366430260047163,34.18547336164363,17.17,<20,MARA,B
4,4,2025-11-04,2,2025-11-04_B2,0.033694344163658164,0.029482551143200867,32.60916768521393,17.17,<20,MARA,B
2,2,2025-11-06,1,2025-11-06_B1,-0.033898305084745686,-0.07445520581113804,34.370802416789104,18.01,<20,MARA,A
3,3,2025-11-06,2,2025-11-06_B2,-0.04197994987468682,-0.00438596491228072,31.38836595690141,18.01,<20,MARA,A
4,4,2025-11-07,1,2025-11-07_B1,0.039241334205363076,0.04447351209941148,28.2319523946762,19.5,<20,MARA,A
2,2,2025-11-11,1,2025-11-11_B1,-0.02202937249666222,-0.05874499332443263,30.135636457497313,17.6,<20,MARA,B
3,3,2025-11-11,2,2025-11-11_B2,-0.037542662116041,-0.015017064846416425,28.565053005492047,17.6,<20,MARA,B
4,4,2025-11-12,1,2025-11-12_B1,0.023404255319148942,-0.07517730496453905,26.121549237526082,17.28,<20,MARA,A
2,2,2025-11-13,2,2025-11-13_B2,-0.03203125000000001,-0.06328125000000004,23.398189556033785,17.51,<20,MARA,B
3,3,2025-11-14,1,2025-11-14_B1,-0.032284100080710275,-0.08232445520581125,22.002967553665343,20.0,20-25,MARA,A
4,4,2025-11-14,2,2025-11-14_B2,-0.05170975813177656,-0.03919933277731448,20.705749919628047,20.0,20-25,MARA,B
5,5,2025-11-17,1,2025-11-17_B1,0.013192612137203198,0.04133685136323665,18.85062281583295,19.83,<20,MARA,A
2,2,2025-11-20,2,2025-11-20_B2,-0.021484375000000062,-0.017578124999999972,20.571498882016627,23.66,20-25,MARA,B
3,3,2025-11-21,1,2025-11-21_B1,0.003992015968063965,0.0818363273453094,19.81743501132864,26.42,>=25,MARA,B
2,2,2025-12-05,1,2025-12-05_B1,-0.004233700254022075,0.0016934801016087698,45.37734898995744,15.78,<20,MARA,B
3,3,2025-12-05,2,2025-12-05_B2,0.005952380952380976,0.023809523809523756,44.85249335017403,15.78,<20,MARA,B
2,2,2025-12-10,1,2025-12-10_B1,-0.005000000000000042,-0.034999999999999996,47.880002975209045,16.93,<20,MARA,A
3,3,2025-12-10,2,2025-12-10_B2,-0.030150753768844175,-0.006700167504187611,47.0896378160737,16.93,<20,MARA,A
4,4,2025-12-11,1,2025-12-11_B1,0.02417962003454226,0.007772020725388589,42.5510585852597,15.77,<20,MARA,B
2,2,2025-12-12,2,2025-12-12_B2,-0.06585788561525129,-0.07105719237434996,42.78589623419084,14.85,<20,MARA,A
3,3,2025-12-15,1,2025-12-15_B1,-0.0055658627087197335,-0.01669758812615953,34.74836804293729,15.74,<20,MARA,A
4,4,2025-12-15,2,2025-12-15_B2,-0.01119402985074636,-0.0037313432835821753,34.20211090118086,15.74,<20,MARA,A
5,5,2025-12-16,1,2025-12-16_B1,0.007547169811320762,-0.03962264150943395,33.08197972391153,16.5,<20,MARA,B
2,2,2025-12-17,2,2025-12-17_B2,-0.007042253521126789,-0.023138832997987795,28.04191623317307,16.48,<20,MARA,A
3,3,2025-12-18,1,2025-12-18_B1,-0.01621073961499477,0.01621073961499495,27.483018715674888,17.62,<20,MARA,A
4,4,2025-12-18,2,2025-12-18_B2,0.03295571575695144,0.047373841400617824,26.19774668320092,17.62,<20,MARA,A
2,2,2025-12-23,1,2025-12-23_B1,0.0061224489795917054,0.013265306122448877,32.30020661425752,14.08,<20,MARA,A
2,2,2025-12-26,1,2025-12-26_B1,-0.0010416666666666445,-0.016666666666666684,31.141601958859283,13.47,<20,MARA,A
3,3,2025-12-26,2,2025-12-26_B2,-0.015641293013555824,-0.011470281543274185,31.024213355232945,13.47,<20,MARA,A
4,4,2025-12-29,1,2025-12-29_B1,0.004237288135593318,0.005296610169491601,29.243514441042777,13.6,<20,MARA,A
2,2,2025-12-31,1,2025-12-31_B1,-0.02391304347826075,0.06847826086956531,26.930795155958364,14.33,<20,MARA,A
3,3,2025-12-31,2,2025-12-31_B2,0.0946547884187082,0.10244988864142537,24.37620345984699,14.33,<20,MARA,A
2,2,2026-01-07,2,2026-01-07_B2,0.044598612487611426,0.03567888999008914,49.36007245220826,14.75,<20,MARA,A
2,2,2026-01-09,1,2026-01-09_B1,0.0019569471624265727,0.04892367906066536,50.638544118209886,15.45,<20,MARA,B
2,2,2026-01-15,2,2026-01-15_B2,0.0767790262172285,0.0636704119850187,53.40178314233476,16.75,<20,MARA,A
2,2,2026-01-20,1,2026-01-20_B1,-0.03445065176908761,-0.031657355679702036,51.48509232031205,15.86,<20,MARA,B
3,3,2026-01-20,2,2026-01-20_B2,0.002892960462873784,0.01735776277724219,46.48770200475037,15.86,<20,MARA,A
2,2,2026-01-22,2,2026-01-22_B2,0.05242718446601933,0.020388349514563017,45.60373884980182,16.9,<20,MARA,A
2,2,2026-01-26,1,2026-01-26_B1,-0.02161100196463643,-0.005893909626719106,44.6005842455914,16.09,<20,MARA,B
3,3,2026-01-26,2,2026-01-26_B2,0.016064257028112285,0.055220883534136435,41.905809038572976,16.09,<20,MARA,A
2,2,2026-01-28,2,2026-01-28_B2,-0.040540540540540536,-0.046332046332046205,48.24970718757474,16.35,<20,MARA,B
3,3,2026-01-29,1,2026-01-29_B1,-0.006036217303822809,-0.052313883299798754,42.4546465795496,16.35,<20,MARA,B
4,4,2026-01-29,2,2026-01-29_B2,-0.04655870445344138,-0.036437246963562875,41.68441093584227,16.35,<20,MARA,B
5,5,2026-01-30,1,2026-01-30_B1,0.01061571125265389,-0.01486199575371556,36.253859903014074,16.88,<20,MARA,A
2,2,2026-02-02,2,2026-02-02_B2,0.0054764512595836725,0.009857612267250805,33.81298651843575,17.44,<20,MARA,B
2,2,2026-02-04,2,2026-02-04_B2,-0.10169491525423723,-0.11751412429378531,31.390459838903,18.0,<20,MARA,B
3,3,2026-02-05,1,2026-02-05_B1,-0.017610062893081833,-0.09056603773584902,23.463899026613177,18.64,<20,MARA,B
4,4,2026-02-05,2,2026-02-05_B2,-0.07426376440460937,-0.06530089628681175,22.511620299610087,18.64,<20,MARA,B
5,5,2026-02-06,1,2026-02-06_B1,0.009681881051175572,0.10511756569847852,19.060347039165393,21.77,20-25,MARA,B
2,2,2026-02-10,1,2026-02-10_B1,-0.011612903225806433,-0.047741935483870984,32.107802730627654,17.36,<20,MARA,A
3,3,2026-02-10,2,2026-02-10_B2,-0.036553524804177576,-0.010443864229765022,31.287595162827245,17.36,<20,MARA,B
4,4,2026-02-11,1,2026-02-11_B1,0.027100271002710053,-0.018970189701896976,28.82087149753083,17.79,<20,MARA,B
2,2,2026-02-26,1,2026-02-26_B1,0.034355828220858815,0.13619631901840484,50.241842634341495,17.93,<20,MARA,B
2,2,2026-03-03,1,2026-03-03_B1,-0.030201342281879148,0.0212527964205818,55.92784004492403,21.44,20-25,MARA,B
3,3,2026-03-03,2,2026-03-03_B2,0.053056516724336894,0.06920415224913491,52.26408944224685,21.44,20-25,MARA,A
2,2,2026-03-06,2,2026-03-06_B2,0.04488778054862858,0.07730673316708242,43.852370209498794,23.75,20-25,MARA,B
2,2,2026-03-11,1,2026-03-11_B1,0.010650887573964481,0.010650887573964481,48.729657389211155,24.93,20-25,MARA,A
2,2,2026-03-16,1,2026-03-16_B1,-0.0032397408207342723,-0.004319654427645697,58.21999071102138,,>=25,MARA,A
3,3,2026-03-16,2,2026-03-16_B2,-0.0010834236186348632,-0.0010834236186348632,57.69738462898222,,>=25,MARA,B
4,4,2026-03-17,1,2026-03-17_B1,0.0,-0.014099783080260388,57.51206359809405,,>=25,MARA,B
2,2,2026-03-18,2,2026-03-18_B2,,,51.878055184912974,,>=25,MARA,B
2,2,2025-02-05,1,2025-02-05_B1,0.0013963893361451365,0.011783816132571632,,,>=25,META,B
2,2,2025-02-20,2,2025-02-20_B2,-0.011707979038242234,-0.016125539563152453,37.379582659539636,15.27,<20,META,A
3,3,2025-02-21,1,2025-02-21_B1,-0.004469893949575008,-0.01878524058546848,33.233453838895784,15.66,<20,META,B
4,4,2025-02-21,2,2025-02-21_B2,-0.014379622021363943,-0.02318347223852558,31.800198936793905,15.66,<20,META,A
5,5,2025-02-24,1,2025-02-24_B1,-0.008932293217412016,-0.027154171380932544,27.68259897332318,18.21,<20,META,B
6,6,2025-02-24,2,2025-02-24_B2,-0.018386108273748737,-0.015381842215946658,25.505131207588988,18.21,<20,META,A
7,7,2025-02-25,1,2025-02-25_B1,0.0030605374303727733,0.02763665299626606,21.74709488442167,18.98,<20,META,B
2,2,2025-02-27,2,2025-02-27_B2,0.0003962568963940484,0.015728350656872087,30.9402608980091,19.1,<20,META,A
2,2,2025-03-03,2,2025-03-03_B2,-0.03480484480989789,-0.023688119190898412,33.40915404006148,19.63,<20,META,B
3,3,2025-03-04,1,2025-03-04_B1,0.01151759367960147,0.02823872830535894,26.06132008333391,22.78,20-25,META,A
2,2,2025-03-06,2,2025-03-06_B2,-0.019776673748781923,-0.004137446285084477,32.22974304814463,21.93,20-25,META,B
3,3,2025-03-07,1,2025-03-07_B1,0.01595475953781712,-0.0339466436335784,28.932721196885325,24.87,20-25,META,B
2,2,2025-03-13,1,2025-03-13_B1,0.00045866104948459325,0.025158407936535003,33.00360123206903,24.23,20-25,META,A
2,2,2025-03-26,1,2025-03-26_B1,-0.0024227344159245975,-0.010754976427449008,49.96090760859747,17.15,<20,META,A
3,3,2025-03-26,2,2025-03-26_B2,-0.008352477847062736,-0.013521496553987544,49.33685319086598,17.15,<20,META,A
4,4,2025-03-27,1,2025-03-27_B1,-0.0052125564693617146,-0.03935066439410232,47.15531152923459,18.33,<20,META,B
5,5,2025-03-27,2,2025-03-27_B2,-0.03431698715816088,-0.04273404750815081,45.805457686439276,18.33,<20,META,A
6,6,2025-03-28,1,2025-03-28_B1,-0.00871617315211952,-0.018224725681704523,38.11097324252705,18.69,<20,META,A
7,7,2025-03-28,2,2025-03-28_B2,-0.009592159452273761,-0.00045180461188244547,36.49179914720638,18.69,<20,META,A
8,8,2025-03-31,1,2025-03-31_B1,0.009228879726291763,0.02452846740942171,34.756962578393896,21.65,20-25,META,A
2,2,2025-04-03,1,2025-04-03_B1,-0.02334787972527585,-0.06641624776740512,29.964688758278314,21.51,20-25,META,A
3,3,2025-04-03,2,2025-04-03_B2,-0.044097961953960124,-0.050508097509473736,27.193288431121104,21.51,20-25,META,A
4,4,2025-04-04,1,2025-04-04_B1,-0.006705849867855267,0.023608536152420076,22.972501468220287,30.02,>=25,META,B
5,5,2025-04-04,2,2025-04-04_B2,0.03051904213494302,0.0233509392001906,22.427563366831336,30.02,>=25,META,B
2,2,2025-04-08,1,2025-04-08_B1,-0.007632844597620718,0.05418930233463778,29.27779473456644,46.98,>=25,META,A
3,3,2025-04-08,2,2025-04-08_B2,0.062297655253605415,0.1447071519670362,28.37821924805047,46.98,>=25,META,B
2,2,2025-04-10,2,2025-04-10_B2,-0.015723328135033368,-0.005467388312998632,46.087765253801855,33.62,>=25,META,B
3,3,2025-04-11,1,2025-04-11_B1,0.01041977333730993,-0.014110498061437611,43.97544170438877,40.72,>=25,META,A
2,2,2025-04-16,2,2025-04-16_B2,-0.004269922981763012,-0.0013567979568219139,35.61519442592052,30.12,>=25,META,A
3,3,2025-04-17,1,2025-04-17_B1,0.0029256171849951496,-0.03324382815004816,35.08704992889403,32.64,>=25,META,B
2,2,2025-04-28,1,2025-04-28_B1,0.010163874056343182,0.011784201804455859,56.35129834003608,24.84,20-25,META,B
2,2,2025-05-06,1,2025-05-06_B1,-0.002639061515672736,0.013246386188343813,63.22237927887079,23.64,20-25,META,B
3,3,2025-05-06,2,2025-05-06_B2,0.015927481306975386,0.01712246918638392,62.37903262220573,23.64,20-25,META,A
2,2,2025-05-09,1,2025-05-09_B1,-0.003589726304435748,0.07300795469866513,61.06819745277231,22.48,20-25,META,A
3,3,2025-05-09,2,2025-05-09_B2,0.07687363631750745,0.07957985893814581,59.81176430963301,22.48,20-25,META,A
2,2,2025-05-15,2,2025-05-15_B2,-0.013655118723238586,-0.005340599455040794,66.51567454118698,18.62,<20,META,B
3,3,2025-05-16,1,2025-05-16_B1,0.008429626823262032,0.009124202816189891,61.45402934027111,17.83,<20,META,A
2,2,2025-05-20,1,2025-05-20_B1,-0.0007857805157863307,-0.009507944241014529,61.4547725083829,18.14,<20,META,A
3,3,2025-05-20,2,2025-05-20_B2,-0.008729022821283017,-0.0034758811594657567,61.10196944863344,18.14,<20,META,B
4,4,2025-05-21,1,2025-05-21_B1,0.005299400247516948,0.009472281280741325,57.178103718863866,18.09,<20,META,B
2,2,2025-05-23,1,2025-05-23_B1,-0.008146704071767054,0.014391453885534118,56.01747711997045,20.28,20-25,META,B
3,3,2025-05-23,2,2025-05-23_B2,0.022723277776890056,0.02392176289170493,52.138686042125336,20.28,20-25,META,A
2,2,2025-05-30,1,2025-05-30_B1,0.014890873639851426,0.047219950940310666,54.40359532314479,19.18,<20,META,B
2,2,2025-06-03,2,2025-06-03_B2,0.025207685489807393,0.031351871047215596,67.35632675215518,18.36,<20,META,A
2,2,2025-06-11,2,2025-06-11_B2,-0.004806443232008372,-0.0015299789267054344,65.19520165111004,16.95,<20,META,A
3,3,2025-06-12,1,2025-06-12_B1,0.003292288503096465,-0.0006961667319323241,62.19836812825007,17.26,<20,META,B
2,2,2025-06-13,2,2025-06-13_B2,0.02851817060999229,0.0290905888569247,54.17669860720436,18.02,<20,META,A
2,2,2025-06-17,2,2025-06-17_B2,0.0005889112324044357,-0.0026429187015225967,60.5941613710382,19.11,<20,META,A
2,2,2025-06-20,1,2025-06-20_B1,-0.0024891283658140845,0.014846918605502418,49.473961230904564,20.14,20-25,META,A
3,3,2025-06-20,2,2025-06-20_B2,0.01737930629559504,0.023867189220132975,48.250413770160954,20.14,20-25,META,A
2,2,2025-07-01,1,2025-07-01_B1,-0.0012517559354093622,-0.005577268112212952,57.65185454322896,16.73,<20,META,B
3,3,2025-07-01,2,2025-07-01_B2,-0.004330933448453555,-0.00834157278335586,57.01199781611219,16.73,<20,META,B
4,4,2025-07-02,1,2025-07-02_B1,-0.004028084701669971,0.003007077121038319,54.75068032982575,16.83,<20,META,B
5,5,2025-07-02,2,2025-07-02_B2,0.0070636146608622,0.006291251228760031,52.667371255025664,16.83,<20,META,A
2,2,2025-07-10,1,2025-07-10_B1,0.0023604113465386465,-0.006087376630547424,57.07971665345682,15.94,<20,META,A
2,2,2025-07-11,2,2025-07-11_B2,0.00979708041421272,0.0045217294219443566,50.0018029843873,15.78,<20,META,A
2,2,2025-07-15,1,2025-07-15_B1,-0.0070435354907369425,-0.018890118045733983,47.69465211003418,17.2,<20,META,B
3,3,2025-07-15,2,2025-07-15_B2,-0.011930616274150383,-0.010590889860386392,44.144010666980726,17.2,<20,META,A
4,4,2025-07-16,1,2025-07-16_B1,0.001355903174240759,0.0001284539849281112,38.89882701086036,17.38,<20,META,B
2,2,2025-07-17,2,2025-07-17_B2,-0.002455318905955615,0.0035973276994232598,39.08269365087603,17.16,<20,META,A
3,3,2025-07-18,1,2025-07-18_B1,0.0060675443617630356,0.020706926159129977,37.88979759450475,16.52,<20,META,B
2,2,2025-07-22,1,2025-07-22_B1,-1.4212014837330565e-05,0.010246862697724709,44.14009394633336,16.65,<20,META,A
3,3,2025-07-22,2,2025-07-22_B2,0.010261220545180676,0.012989966174923945,44.132625526414195,16.65,<20,META,A
2,2,2025-07-29,2,2025-07-29_B2,7.153587524136852e-05,-0.006237928321053027,39.90776187713135,15.03,<20,META,B
2,2,2025-08-01,1,2025-08-01_B1,0.0012972597060436617,0.031308092493279614,60.4683769399126,16.72,<20,META,A
2,2,2025-08-05,2,2025-08-05_B2,0.009013027563858684,0.011295803104049977,61.38409206001857,17.52,<20,META,A
2,2,2025-08-07,2,2025-08-07_B2,0.002484455720163509,0.009740643855244263,58.632056559289666,16.77,<20,META,A
