event_id,ticker,earnings_date,release_timing,d0_date,prev_close,d0_open,gap_abs,gap_pct,eps_actual,eps_estimated,surprise_pct,revenue_actual,revenue_estimated,revenue_surprise_pct,has_m5,has_daily_d5,excluded,exclusion_reason
230,MARA,2023-07-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
231,MARA,2023-10-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
232,MARA,2024-01-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
233,MARA,2024-04-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
234,MARA,2024-08-05,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
235,MARA,2024-11-12,AMC,2025-02-03,,,,,0.84,0.85,-1.1765,54204807560.0,57054035248.0,-4.9939,False,False,True,missing_d_minus1
236,MARA,2025-02-25,AMC,2025-02-26,13.23,12.37,0.86,0.065004,-0.08,-0.07,-14.2857,68524056641.0,67197034252.0,1.9748,True,True,False,
237,MARA,2025-05-06,AMC,2025-05-07,12.81,13.3649,-0.5549,-0.043318,0.18,0.16,12.5,96901000174.0,90612178454.0,6.9404,True,True,False,
238,MARA,2025-08-07,AMC,2025-08-08,16.2,15.82,0.38,0.023457,-0.29,-0.25,-16.0,65147502787.0,65129381298.0,0.0278,True,True,False,
239,MARA,2025-11-06,AMC,2025-11-07,17.11,15.225,1.885,0.110169,0.74,0.73,1.3699,25810608256.0,26340863270.0,-2.0131,True,True,False,
240,MARA,2026-02-25,AMC,2026-02-26,8.34,8.55,-0.21,-0.02518,-0.53,-0.46,-15.2174,82375307816.0,85725080989.0,-3.9076,True,True,False,
241,META,2022-02-03,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
242,META,2022-04-28,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
243,META,2022-07-22,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
244,META,2022-10-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
245,META,2023-02-02,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
246,META,2023-04-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
247,META,2023-07-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
248,META,2023-10-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
249,META,2024-02-02,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
250,META,2024-04-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
251,META,2024-08-01,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
252,META,2024-10-30,AMC,2025-02-03,,,,,4.6,4.66,-1.2876,72872482396.0,71153653797.0,2.4157,False,False,True,missing_d_minus1
253,META,2025-01-29,AMC,2025-02-03,,,,,3.9,3.98,-2.0101,81342530651.0,76341625279.0,6.5507,False,False,True,missing_d_minus1
254,META,2025-04-30,AMC,2025-05-01,540.35,580.15,-39.8,-0.073656,3.64,3.43,6.1224,98665553221.0,96006774017.0,2.7694,True,True,False,
255,META,2025-07-30,AMC,2025-07-31,704.37,774.56,-70.19,-0.099649,4.02,3.2,25.625,51759621411.0,48363873420.0,7.0212,True,True,False,
256,META,2025-10-29,AMC,2025-10-30,752.05,695.5,56.55,0.075194,4.95,5.67,-12.6984,103227825716.0,95253762802.0,8.3714,True,True,False,
257,META,2026-01-28,AMC,2026-01-29,674.34,716.7,-42.36,-0.062817,5.45,5.45,0.0,86604170634.0,83904071124.0,3.2181,True,True,False,
258,MSFT,2022-01-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
259,MSFT,2022-04-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
260,MSFT,2022-07-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
261,MSFT,2022-10-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
262,MSFT,2023-01-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
263,MSFT,2023-04-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
264,MSFT,2023-07-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
265,MSFT,2023-10-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
266,MSFT,2024-01-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
267,MSFT,2024-04-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
268,MSFT,2024-08-05,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
269,MSFT,2024-10-30,AMC,2025-02-03,,,,,3.79,3.79,0.0,29240641970.0,29623197104.0,-1.2914,False,False,True,missing_d_minus1
270,MSFT,2025-01-29,AMC,2025-02-03,,,,,3.28,3.28,0.0,63972469692.0,64541101513.0,-0.881,False,False,True,missing_d_minus1
271,MSFT,2025-04-30,AMC,2025-05-01,387.19,422.78,-35.59,-0.091919,2.34,2.15,8.8372,36469761351.0,35372409000.0,3.1023,True,True,False,
272,MSFT,2025-07-29,AMC,2025-07-30,510.72,513.18,-2.46,-0.004817,2.76,2.28,21.0526,69199057153.0,72109818461.0,-4.0366,True,True,False,
273,MSFT,2025-10-28,AMC,2025-10-29,531.52,544.52,-13.0,-0.024458,3.19,2.82,13.1206,24970238116.0,24649267004.0,1.3022,True,True,False,
274,MSFT,2026-01-27,AMC,2026-01-28,471.61,480.67,-9.06,-0.019211,4.62,3.81,21.2598,91990970757.0,86389543069.0,6.4839,True,True,False,
275,MU,2022-03-29,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
276,MU,2022-07-01,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
277,MU,2022-10-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
278,MU,2023-01-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
279,MU,2023-04-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
280,MU,2023-07-06,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
281,MU,2023-09-28,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
282,MU,2023-12-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
283,MU,2024-03-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
284,MU,2024-06-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
285,MU,2024-09-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
286,MU,2024-12-18,AMC,2025-02-03,,,,,1.4,1.26,11.1111,82554704168.0,76580136881.0,7.8017,False,False,True,missing_d_minus1
287,MU,2025-03-19,AMC,2025-03-20,101.28,103.3702,-2.0902,-0.020638,2.96,2.41,22.8216,59185624544.0,56882569425.0,4.0488,True,True,False,
288,MU,2025-06-25,AMC,2025-06-26,127.03,127.34,-0.31,-0.00244,1.07,0.94,13.8298,7760611576.0,7757357895.0,0.0419,True,True,False,
289,MU,2025-09-24,AMC,2025-09-25,165.82,156.0884,9.7316,0.058688,1.97,1.86,5.914,47877722463.0,49402064177.0,-3.0856,True,True,False,
290,MU,2025-12-17,AMC,2025-12-18,236.65,260.4083,-23.7583,-0.100394,1.96,1.74,12.6437,55924673534.0,58617238387.0,-4.5935,True,True,False,
291,MU,2026-03-18,AMC,,,,,,2.05,1.79,14.5251,9844165229.0,9777040181.0,0.6866,False,False,True,no_d0_trading_day
292,NVDA,2022-02-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
293,NVDA,2022-05-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
294,NVDA,2022-08-08,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
295,NVDA,2022-11-16,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
296,NVDA,2023-02-23,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
297,NVDA,2023-05-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
298,NVDA,2023-08-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
299,NVDA,2023-11-14,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
300,NVDA,2024-02-22,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
301,NVDA,2024-05-23,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
302,NVDA,2024-08-29,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
303,NVDA,2024-11-20,AMC,2025-02-03,,,,,0.87,0.71,22.5352,43592917921.0,41016990479.0,6.2801,False,False,True,missing_d_minus1
304,NVDA,2025-02-26,AMC,2025-02-27,129.79,129.64,0.15,0.001156,1.37,1.33,3.0075,7052899870.0,6841412270.0,3.0913,True,True,False,
305,NVDA,2025-05-28,AMC,2025-05-29,136.41,141.47,-5.06,-0.037094,1.8,1.5,20.0,83000803665.0,79217139713.0,4.7763,True,True,False,
306,NVDA,2025-08-27,AMC,2025-08-28,182.4,175.94,6.46,0.035417,0.95,1.25,-24.0,6747837479.0,6936101645.0,-2.7143,True,True,False,
307,NVDA,2025-11-19,AMC,2025-11-20,184.66,192.7895,-8.1295,-0.044024,0.63,0.63,0.0,27118433044.0,25706631386.0,5.492,True,True,False,
308,NVDA,2026-02-26,AMC,2026-02-27,197.26,185.01,12.25,0.062101,1.51,1.27,18.8976,73556874276.0,76052936936.0,-3.282,True,True,False,
309,PLTR,2022-02-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
310,PLTR,2022-05-09,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
311,PLTR,2022-08-08,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
312,PLTR,2022-11-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
313,PLTR,2023-02-14,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
314,PLTR,2023-05-08,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
315,PLTR,2023-07-28,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
316,PLTR,2023-11-02,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
317,PLTR,2024-02-06,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
318,PLTR,2024-05-07,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
319,PLTR,2024-08-06,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
320,PLTR,2024-11-04,AMC,2025-02-03,,,,,0.1,0.13,-23.0769,7415596469.0,7439450422.0,-0.3206,False,False,True,missing_d_minus1
321,PLTR,2025-02-03,AMC,2025-02-04,80.35,103.57,-23.22,-0.288986,0.1,0.12,-16.6667,70111399528.0,72926396980.0,-3.8601,True,True,False,
322,PLTR,2025-05-05,AMC,2025-05-06,123.95,111.005,12.945,0.104437,0.12,0.12,0.0,84464022447.0,78385684070.0,7.7544,True,True,False,
323,PLTR,2025-08-04,AMC,2025-08-05,157.92,173.22,-15.3,-0.096884,0.14,0.11,27.2727,79515451465.0,79350357904.0,0.2081,True,True,False,
324,PLTR,2025-11-03,AMC,2025-11-04,205.21,188.05,17.16,0.083622,0.1,0.09,11.1111,40314394325.0,37416961612.0,7.7436,True,True,False,
325,PLTR,2026-02-09,AMC,2026-02-10,137.65,143.96,-6.31,-0.045841,0.17,0.13,30.7692,70238761154.0,65380585080.0,7.4306,True,True,False,
326,TSLA,2022-01-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
327,TSLA,2022-04-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
328,TSLA,2022-07-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
329,TSLA,2022-10-20,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
330,TSLA,2023-01-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
331,TSLA,2023-04-20,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
332,TSLA,2023-07-20,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
333,TSLA,2023-10-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
334,TSLA,2024-01-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
335,TSLA,2024-04-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
336,TSLA,2024-07-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
337,TSLA,2024-10-23,AMC,2025-02-03,,,,,0.36,0.36,0.0,81153554147.0,77025642081.0,5.3591,False,False,True,missing_d_minus1
338,TSLA,2025-01-29,AMC,2025-02-03,,,,,0.93,0.75,24.0,13608101286.0,13840068303.0,-1.6761,False,False,True,missing_d_minus1
339,TSLA,2025-04-22,AMC,2025-04-23,230.63,249.68,-19.05,-0.0826,0.92,0.78,17.9487,51440467869.0,49959746432.0,2.9638,True,True,False,
340,TSLA,2025-07-22,AMC,2025-07-23,329.45,332.19,-2.74,-0.008317,0.6,0.6,0.0,71099258885.0,71771219508.0,-0.9363,True,True,False,
341,TSLA,2025-10-21,AMC,2025-10-22,446.11,441.32,4.79,0.010737,0.51,0.48,6.25,16854640730.0,16357700419.0,3.038,True,True,False,
342,TSLA,2026-01-27,AMC,2026-01-28,437.23,431.99,5.24,0.011985,0.89,0.83,7.2289,53991874479.0,50998865785.0,5.8688,True,True,False,
343,TSM,2022-01-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
344,TSM,2022-04-12,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
345,TSM,2022-07-07,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
346,TSM,2022-10-11,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
347,TSM,2023-01-12,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
348,TSM,2023-04-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
349,TSM,2023-07-20,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
350,TSM,2023-10-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
351,TSM,2024-01-18,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
352,TSM,2024-04-18,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
353,TSM,2024-07-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
354,TSM,2024-10-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
355,TSM,2025-01-16,AMC,2025-02-03,,,,,3.22,2.95,9.1525,14246142295.0,14549980269.0,-2.0882,False,False,True,missing_d_minus1
356,TSM,2025-04-17,AMC,2025-04-21,154.67,148.2987,6.3713,0.041193,1.47,1.45,1.3793,55249325398.0,55742833480.0,-0.8853,True,True,False,
357,TSM,2025-07-17,AMC,2025-07-18,244.16,242.7525,1.4075,0.005765,3.58,2.95,21.3559,18360851102.0,16996551831.0,8.0269,True,True,False,
358,TSM,2025-10-16,AMC,2025-10-17,311.11,300.913,10.197,0.032776,1.72,1.98,-13.1313,50389680470.0,49592709768.0,1.607,True,True,False,
359,TSM,2026-01-15,AMC,2026-01-16,345.69,348.88,-3.19,-0.009228,1.76,1.37,28.4672,54078313991.0,50384272790.0,7.3317,True,True,False,
360,V,2022-01-12,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
361,V,2022-04-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
362,V,2022-07-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
363,V,2022-10-18,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
364,V,2023-01-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
365,V,2023-04-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
366,V,2023-07-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
367,V,2023-10-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
368,V,2024-01-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
369,V,2024-04-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
370,V,2024-07-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
371,V,2024-10-29,AMC,2025-02-03,,,,,2.93,2.68,9.3284,28502866539.0,26990242283.0,5.6043,False,False,True,missing_d_minus1
372,V,2025-01-30,AMC,2025-02-03,,,,,3.69,3.05,20.9836,99096175748.0,92771549226.0,6.8174,False,False,True,missing_d_minus1
373,V,2025-04-29,AMC,2025-04-30,335.2,339.4517,-4.2517,-0.012684,2.99,2.94,1.7007,46826297760.0,45388201780.0,3.1684,True,True,False,
374,V,2025-07-29,AMC,2025-07-30,353.75,352.8847,0.8653,0.002446,2.79,2.97,-6.0606,11488021268.0,11783934501.0,-2.5112,True,True,False,
375,V,2025-10-28,AMC,2025-10-29,347.61,342.166,5.444,0.015661,2.47,2.46,0.4065,31401800238.0,32418005889.0,-3.1347,True,True,False,
376,V,2026-01-29,AMC,2026-01-30,329.68,326.219,3.461,0.010498,3.08,3.03,1.6502,53809573850.0,52544856826.0,2.4069,True,True,False,
